mal_id,title,start_year,source,main_genre,episodes,members,started,audience_quartile,conversion_to_start,completion_rate,favorites_rate,ep3_retention,score_combined,segment,title_type
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,2021,Manga,Action,12,871158,758098,Q4 крупные,0.8701,0.7856,0.0127,0.9664,0.9664,Флагманы,Продолжение
53580,Tensei shitara Slime Datta Ken 3rd Season,2024,Manga,Action,24,438480,327394,Q4 крупные,0.7464,0.514,0.0098,0.9106,0.7678,Флагманы,Продолжение
58357,Tensui no Sakuna-hime,2024,Game,Action,13,19920,13386,Q1 малые,0.6718,0.3608,0.0015,0.7436,0.3021,Остальные,Дебют
41488,Tensura Nikki: Tensei shitara Slime Datta Ken,2021,Manga,Comedy,12,371728,281682,Q4 крупные,0.7577,0.6024,0.0057,0.9006,0.7587,Флагманы,Дебют
58614,Teogonia,2025,Light novel,Action,12,34519,24480,Q2,0.7086,0.4925,0.0027,0.8444,0.4865,Остальные,Дебют
50760,Teppen!!!!!!!!!!!!!!!,2022,Manga,Comedy,12,21357,13381,Q1 малые,0.6264,0.3128,0.0021,0.6763,0.2249,Остальные,Дебют
48680,Tesla Note,2021,Manga,Action,13,25709,14270,Q1 малые,0.555,0.19,0.0036,0.5413,0.1901,Остальные,Дебют
55911,The Fable,2024,Manga,Comedy,25,95534,60581,Q3,0.6337,0.3968,0.0076,0.8183,0.5359,Нишевые любимчики,Дебют
41353,The God of High School,2020,Web manga,Action,13,978261,831579,Q4 крупные,0.85,0.6859,0.0044,0.9308,0.7953,Надёжный просмотр,Дебют
51536,The iDOLM@STER Cinderella Girls: U149,2023,Web manga,Slice of Life,12,18227,12257,Q1 малые,0.6725,0.4613,0.0099,0.8416,0.667,Нишевые любимчики,Дебют
42385,The iDOLM@STER Million Live!,2023,Game,Не указан,12,11498,5473,Q1 малые,0.476,0.321,0.0046,0.8072,0.2649,Остальные,Продолжение
54758,The iDOLM@STER Shiny Colors,2024,Game,Slice of Life,12,10534,4947,Q1 малые,0.4694,0.2513,0.0057,0.7791,0.2767,Остальные,Продолжение
58302,The iDOLM@STER Shiny Colors 2nd Season,2024,Game,Slice of Life,12,5074,2442,Q1 малые,0.481,0.3248,0.0043,0.8194,0.2558,Остальные,Продолжение
48441,The Legend of Heroes: Sen no Kiseki - Northern War,2023,Game,Action,12,40426,24064,Q2,0.5951,0.259,0.003,0.662,0.2053,Остальные,Дебют
53587,The Marginal Service,2023,Original,Action,12,23702,13974,Q1 малые,0.5895,0.2375,0.0027,0.6122,0.1701,Остальные,Дебют
57100,The New Gate,2024,Light novel,Action,12,139602,112222,Q3,0.8037,0.622,0.0029,0.9005,0.6458,Надёжный просмотр,Дебют
38481,Toaru Kagaku no Railgun T,2020,Manga,Action,25,260691,169313,Q4 крупные,0.6494,0.51,0.0127,0.9208,0.6851,Нишевые любимчики,Продолжение
54431,Toaru Ossan no VRMMO Katsudouki,2023,Light novel,Action,12,97913,80237,Q3,0.819,0.6076,0.0023,0.8614,0.6225,Надёжный просмотр,Дебют
54744,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,2024,Light novel,Comedy,12,448741,361981,Q4 крупные,0.8062,0.6014,0.012,0.9116,0.8738,Флагманы,Дебют
50204,Tokyo 24-ku,2022,Original,Mystery,12,72581,45847,Q2,0.6316,0.3363,0.0029,0.7936,0.2797,Остальные,Дебют
41589,Tokyo Mew Mew New ♡,2022,Manga,Romance,12,47761,24392,Q2,0.5106,0.276,0.0072,0.7696,0.3427,Нишевые любимчики,Дебют
53097,Tokyo Mew Mew New ♡ 2nd Season,2023,Manga,Romance,12,16695,8731,Q1 малые,0.5228,0.3746,0.0034,0.8564,0.257,Остальные,Продолжение
42249,Tokyo Revengers,2021,Manga,Action,24,1365553,1151178,Q4 крупные,0.843,0.6122,0.0185,0.9316,0.9186,Флагманы,Дебют
50608,Tokyo Revengers: Seiya Kessen-hen,2023,Manga,Action,13,410670,299876,Q4 крупные,0.7302,0.5752,0.0063,0.8957,0.7405,Флагманы,Продолжение
54918,Tokyo Revengers: Tenjiku-hen,2023,Manga,Action,13,254313,188085,Q4 крупные,0.7392,0.6235,0.0063,0.9169,0.7717,Флагманы,Продолжение
41062,Tomica Kizuna Gattai: Earth Granner,2020,Other,Action,51,1951,1138,Q1 малые,0.5836,0.1415,0.0005,0.56,0.0851,Остальные,Дебют
52305,Tomo-chan wa Onnanoko!,2023,Web manga,Comedy,13,478379,383234,Q4 крупные,0.8009,0.6498,0.0066,0.9111,0.8377,Флагманы,Дебют
50273,Tomodachi Game,2022,Manga,Suspense,12,467416,370490,Q4 крупные,0.7925,0.6541,0.0093,0.9156,0.8713,Флагманы,Дебют
51461,Tonari no Youkai-san,2024,Web manga,Drama,13,24381,14816,Q1 малые,0.6076,0.3441,0.0031,0.7593,0.2804,Остальные,Дебют
53446,Tondemo Skill de Isekai Hourou Meshi,2023,Light novel,Adventure,12,298946,253801,Q4 крупные,0.8487,0.7136,0.0075,0.9311,0.9046,Флагманы,Дебют
41389,Tonikaku Kawaii,2020,Manga,Comedy,12,811269,658618,Q4 крупные,0.8117,0.6759,0.0128,0.9251,0.9125,Флагманы,Дебют
50307,Tonikaku Kawaii 2nd Season,2023,Manga,Comedy,12,281138,168752,Q4 крупные,0.6002,0.4278,0.0089,0.8577,0.5374,Нишевые любимчики,Продолжение
57924,Tono to Inu,2024,Web manga,Slice of Life,24,4765,1130,Q1 малые,0.2371,0.0837,0.0046,0.5647,0.1792,Остальные,Дебют
57796,Touhai: Ura Rate Mahjong Touhairoku,2024,Manga,Drama,25,20916,9386,Q1 малые,0.4486,0.1549,0.0035,0.6671,0.1365,Остальные,Дебют
51859,Touken Ranbu Kai: Kyoden Moyuru Honnouji,2024,Other,Action,8,14075,5735,Q1 малые,0.4073,0.1802,0.0038,0.5974,0.1523,Остальные,Дебют
54040,Tousouchuu: Great Mission,2023,Other,Sci-Fi,97,6577,3222,Q1 малые,0.4897,0.042,0.0044,0.5,0.1883,Остальные,Дебют
49969,Tribe Nine,2022,Mixed media,Sci-Fi,12,49918,29570,Q2,0.5923,0.3016,0.0047,0.7306,0.3197,Остальные,Дебют
52093,Trigun Stampede,2023,Manga,Action,12,218496,140169,Q3,0.6414,0.4306,0.0113,0.8278,0.6079,Нишевые любимчики,Дебют
56662,Trillion Game,2024,Manga,Drama,26,30440,19920,Q2,0.6542,0.3498,0.0034,0.8047,0.3633,Остальные,Дебют
44191,Tropical-Rouge! Precure,2021,Original,Action,46,15102,9405,Q1 малые,0.6226,0.306,0.0099,0.8255,0.4747,Нишевые любимчики,Дебют
58059,Tsue to Tsurugi no Wistoria,2024,Manga,Action,12,322282,269602,Q4 крупные,0.8359,0.648,0.0055,0.9087,0.822,Надёжный просмотр,Дебют
39469,Tsugu Tsugumomo,2020,Manga,Action,12,122417,77675,Q3,0.6344,0.4908,0.0031,0.8741,0.4317,Остальные,Дебют
60523,Tsuihousha Shokudou e Youkoso!,2025,Light novel,Fantasy,12,49229,35438,Q2,0.719,0.3916,0.002,0.8506,0.3857,Остальные,Дебют
43523,Tsuki ga Michibiku Isekai Douchuu,2021,Light novel,Action,12,529719,444796,Q4 крупные,0.8395,0.7349,0.0088,0.9377,0.9201,Флагманы,Дебют
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,2024,Light novel,Action,25,309113,237253,Q4 крупные,0.7673,0.6009,0.0075,0.9353,0.8126,Флагманы,Продолжение
48471,Tsuki to Laika to Nosferatu,2021,Light novel,Fantasy,12,170067,104956,Q3,0.6171,0.4079,0.0047,0.8346,0.4342,Остальные,Дебют
37008,Tsukipro The Animation 2,2021,Mixed media,Не указан,13,8277,3022,Q1 малые,0.3652,0.2054,0.0059,0.7805,0.2576,Нишевые любимчики,Продолжение
38669,Tsukiuta. The Animation 2,2020,Music,Не указан,13,8594,4329,Q1 малые,0.5037,0.3333,0.0036,0.8124,0.2268,Остальные,Продолжение
54726,"Tsuma, Shougakusei ni Naru.",2024,Manga,Comedy,12,63958,38378,Q2,0.5998,0.3888,0.0032,0.7958,0.3103,Остальные,Дебют
50652,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,2023,Light novel,Comedy,12,107408,71837,Q3,0.6687,0.4564,0.0046,0.8284,0.5335,Остальные,Дебют
52826,Tsurune: Tsunagari no Issha,2023,Light novel,Sports,13,65970,35575,Q2,0.5391,0.3919,0.0071,0.8386,0.4326,Нишевые любимчики,Дебют
53397,Tsuyokute New Saga,2025,Light novel,Adventure,12,62682,39387,Q2,0.6243,0.3187,0.0022,0.8326,0.2307,Остальные,Дебют
54028,Turkey!,2025,Original,Sports,12,17904,9781,Q1 малые,0.5448,0.1973,0.0024,0.6805,0.1147,Остальные,Дебют
41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,2020,Original,Adventure,24,1747,1090,Q1 малые,0.6239,0.2639,0.0011,0.7277,0.1714,Остальные,Продолжение
53379,Uchi no Kaisha no Chiisai Senpai no Hanashi,2023,Web manga,Comedy,12,134475,90851,Q3,0.6754,0.4512,0.0035,0.7947,0.4738,Остальные,Дебют
49533,Uchi no Shishou wa Shippo ga Nai,2022,Manga,Slice of Life,13,27392,16571,Q1 малые,0.6049,0.2999,0.0022,0.7053,0.1919,Остальные,Дебют
39942,Uchi Tama?! Uchi no Tama Shirimasen ka?,2020,Original,Slice of Life,11,25791,14928,Q1 малые,0.5788,0.3355,0.0031,0.737,0.2355,Остальные,Дебют
60401,Uchuujin MuuMuu,2025,Manga,Comedy,24,11138,5556,Q1 малые,0.4987,0.139,0.0014,0.6318,0.046,Остальные,Дебют
59636,Uma Musume: Cinderella Gray,2025,Manga,Drama,13,60508,39986,Q2,0.6575,0.4866,0.012,0.8815,0.6791,Нишевые любимчики,Дебют
42941,Uma Musume: Pretty Derby Season 2,2021,Game,Sports,13,86201,63917,Q3,0.7403,0.5958,0.0163,0.9125,0.8377,Флагманы,Продолжение
53526,Uma Musume: Pretty Derby Season 3,2023,Game,Sports,13,45042,32429,Q2,0.7179,0.5792,0.0035,0.9062,0.5964,Надёжный просмотр,Продолжение
38835,Umayon,2020,4-koma manga,Comedy,12,21851,16093,Q1 малые,0.7355,0.5815,0.0008,0.9077,0.5123,Надёжный просмотр,Дебют
54790,Undead Girl Murder Farce,2023,Novel,Fantasy,13,176576,120990,Q3,0.6851,0.5027,0.0051,0.8742,0.6104,Остальные,Дебют
52741,Undead Unluck,2023,Manga,Action,24,326655,225066,Q4 крупные,0.6889,0.3665,0.0056,0.834,0.5259,Остальные,Дебют
49766,Under Ninja,2023,Manga,Action,12,76282,46083,Q2,0.604,0.3823,0.0044,0.7837,0.386,Остальные,Дебют
53132,UniteUp!,2023,Music,Slice of Life,12,11825,7018,Q1 малые,0.5934,0.3303,0.0083,0.7735,0.4414,Нишевые любимчики,Дебют
56135,UniteUp! Uni:Birth,2025,Music,Slice of Life,12,4562,2091,Q1 малые,0.4581,0.2414,0.0066,0.7425,0.2973,Нишевые любимчики,Продолжение
53835,Unnamed Memory,2024,Light novel,Adventure,12,148587,101719,Q3,0.6843,0.4118,0.0047,0.8242,0.5229,Остальные,Дебют
59142,Unnamed Memory Act.2,2025,Light novel,Adventure,12,56180,32909,Q2,0.5852,0.3913,0.0055,0.8264,0.4202,Остальные,Продолжение
40620,Uramichi Oniisan,2021,Web manga,Comedy,13,260765,177623,Q4 крупные,0.6809,0.441,0.0101,0.8317,0.6579,Нишевые любимчики,Дебют
41392,Urasekai Picnic,2021,Novel,Adventure,12,131475,77754,Q3,0.5913,0.3496,0.0044,0.782,0.3418,Остальные,Дебют
50710,Urusei Yatsura (2022),2022,Manga,Comedy,23,198084,114776,Q3,0.5794,0.2432,0.0063,0.7605,0.3464,Нишевые любимчики,Дебют
54829,Urusei Yatsura (2022) 2nd Season,2024,Manga,Comedy,23,54881,29761,Q2,0.5421,0.361,0.0044,0.8724,0.3161,Остальные,Продолжение
55689,Utagoe wa Mille-Feuille,2025,Music,Slice of Life,10,6138,2089,Q1 малые,0.3382,0.147,0.0024,0.6463,0.0621,Остальные,Дебют
40590,Utawarerumono: Futari no Hakuoro,2022,Visual novel,Action,28,41495,18853,Q2,0.4543,0.2444,0.0046,0.7649,0.2231,Остальные,Продолжение
41226,Uzaki-chan wa Asobitai!,2020,Web manga,Comedy,12,515598,421813,Q4 крупные,0.818,0.6623,0.0035,0.9077,0.71,Надёжный просмотр,Дебют
42962,Uzaki-chan wa Asobitai! Double,2022,Web manga,Comedy,13,243652,159114,Q3,0.6529,0.5087,0.0039,0.9085,0.5162,Остальные,Продолжение
40333,Uzumaki,2024,Manga,Avant Garde,4,237511,113793,Q3,0.479,0.3176,0.0052,0.7506,0.2916,Остальные,Дебют
57031,Vampire Dormitory,2024,Manga,Romance,12,51492,34215,Q2,0.6643,0.4093,0.0049,0.7766,0.508,Остальные,Дебют
48580,Vanitas no Karte,2021,Manga,Action,12,603666,421368,Q4 крупные,0.698,0.4961,0.0135,0.8651,0.7327,Нишевые любимчики,Дебют
49114,Vanitas no Karte Part 2,2022,Manga,Action,12,331717,241487,Q4 крупные,0.728,0.5978,0.0087,0.9223,0.7908,Флагманы,Продолжение
43771,Vazzrock The Animation,2022,Music,Не указан,13,7458,3433,Q1 малые,0.4602,0.1626,0.004,0.5692,0.1677,Остальные,Дебют
60593,Vigilante: Boku no Hero Academia Illegals,2025,Manga,Action,13,143477,96265,Q3,0.6709,0.4465,0.0031,0.8537,0.4457,Остальные,Дебют
49387,Vinland Saga Season 2,2023,Manga,Action,24,784755,623099,Q4 крупные,0.7939,0.6409,0.0241,0.9429,0.9095,Флагманы,Продолжение
48567,Visual Prison,2021,Original,Supernatural,12,44144,21763,Q2,0.493,0.2574,0.0116,0.6786,0.3651,Нишевые любимчики,Дебют
46095,Vivy: Fluorite Eye's Song,2021,Original,Action,13,589480,391259,Q4 крупные,0.6637,0.5009,0.0192,0.8931,0.7154,Нишевые любимчики,Дебют
54284,VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,2024,Light novel,Comedy,12,71514,48809,Q2,0.6823,0.3348,0.0033,0.7229,0.373,Остальные,Дебют
49285,Waccha PriMagi!,2021,Original,Не указан,51,6385,3315,Q1 малые,0.5189,0.1763,0.0091,0.6612,0.3355,Нишевые любимчики,Дебют
51923,Warau Arsnotoria Sun!,2022,Game,Action,12,31377,19573,Q2,0.6237,0.2829,0.0016,0.671,0.1892,Остальные,Дебют
60326,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",2025,Light novel,Comedy,12,70993,39897,Q2,0.5606,0.2421,0.0074,0.7751,0.3597,Нишевые любимчики,Дебют
53833,Watashi no Oshi wa Akuyaku Reijou.,2023,Light novel,Comedy,12,140633,105730,Q3,0.7516,0.5671,0.0093,0.8903,0.8011,Флагманы,Дебют
51552,Watashi no Shiawase na Kekkon,2023,Novel,Drama,12,360396,286883,Q4 крупные,0.7957,0.6176,0.0091,0.926,0.8571,Флагманы,Дебют
56701,Watashi no Shiawase na Kekkon 2nd Season,2025,Novel,Drama,13,136797,82527,Q3,0.6028,0.3532,0.0046,0.8235,0.3706,Остальные,Продолжение
51817,Watashi no Yuri wa Oshigoto desu!,2023,Manga,Comedy,12,61832,38504,Q2,0.6227,0.3963,0.0051,0.7741,0.4481,Остальные,Дебют
46118,Wave!! Surfing Yappe!! (TV),2021,Mixed media,Sports,12,51911,31440,Q2,0.6057,0.279,0.0039,0.7604,0.2837,Остальные,Дебют
54900,Wind Breaker,2024,Web manga,Action,13,421734,344765,Q4 крупные,0.8173,0.6204,0.0082,0.8995,0.8616,Флагманы,Дебют
59160,Wind Breaker Season 2,2025,Web manga,Action,12,194911,142324,Q3,0.7298,0.5069,0.0054,0.8837,0.6688,Надёжный просмотр,Продолжение
41521,WIXOSS Diva(A)Live,2021,Card game,Не указан,12,11696,6769,Q1 малые,0.5787,0.3198,0.0016,0.7271,0.1599,Остальные,Дебют
43299,Wonder Egg Priority,2021,Original,Drama,12,813165,569786,Q4 крупные,0.7006,0.4994,0.0115,0.8762,0.7278,Нишевые любимчики,Дебют
57390,Wonderful Precure!,2024,Original,Action,50,8741,5855,Q1 малые,0.6696,0.2575,0.013,0.8139,0.5295,Нишевые любимчики,Дебют
53698,World Dai Star,2023,Mixed media,Не указан,12,16937,9960,Q1 малые,0.588,0.3691,0.0053,0.7772,0.3972,Остальные,Дебют
40907,World Trigger 2nd Season,2021,Manga,Action,12,169919,110291,Q3,0.6489,0.5455,0.0049,0.9227,0.5886,Остальные,Продолжение
44940,World Trigger 3rd Season,2021,Manga,Action,14,135223,88025,Q3,0.6509,0.5465,0.0093,0.9286,0.6912,Нишевые любимчики,Продолжение
42506,World Witches Hasshin Shimasu!,2021,Original,Comedy,12,13240,6775,Q1 малые,0.5116,0.3415,0.0014,0.802,0.1296,Остальные,Дебют
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,2020,Light novel,Comedy,12,795682,626035,Q4 крупные,0.7868,0.6859,0.0185,0.9382,0.9149,Флагманы,Продолжение
42568,Yaku nara Mug Cup mo,2021,Manga,Slice of Life,12,49905,30224,Q2,0.6056,0.3541,0.0028,0.7911,0.2616,Остальные,Дебют
49263,Yaku nara Mug Cup mo: Niban Gama,2021,Manga,Slice of Life,12,20363,12998,Q1 малые,0.6383,0.4932,0.0023,0.8993,0.3918,Остальные,Продолжение
39617,Yakusoku no Neverland 2nd Season,2021,Manga,Mystery,11,979961,778684,Q4 крупные,0.7945,0.5194,0.0046,0.8863,0.6879,Надёжный просмотр,Продолжение
48491,Yama no Susume: Next Summit,2022,Manga,Adventure,12,27905,13806,Q1 малые,0.4947,0.3258,0.0042,0.8412,0.2537,Остальные,Продолжение
53126,Yamada-kun to Lv999 no Koi wo Suru,2023,Web manga,Romance,13,509975,416730,Q4 крупные,0.8172,0.6452,0.0098,0.9126,0.8877,Флагманы,Дебют
50599,Yami Shibai 10,2022,Original,Avant Garde,13,11868,7847,Q1 малые,0.6611,0.5048,0.0029,0.9147,0.4678,Остальные,Продолжение
55166,Yami Shibai 11,2023,Original,Avant Garde,13,8240,5084,Q1 малые,0.6168,0.4766,0.0034,0.9005,0.4166,Остальные,Продолжение
57180,Yami Shibai 12,2024,Original,Avant Garde,13,6575,3895,Q1 малые,0.5923,0.4602,0.0026,0.8896,0.3246,Остальные,Продолжение
59010,Yami Shibai 13,2024,Original,Avant Garde,13,4785,3177,Q1 малые,0.6635,0.5092,0.0031,0.8715,0.4841,Остальные,Продолжение
60410,Yami Shibai 14,2025,Original,Avant Garde,13,4162,2528,Q1 малые,0.6068,0.4417,0.0034,0.8676,0.3748,Остальные,Продолжение
44208,Yami Shibai 8,2021,Original,Avant Garde,13,17258,11460,Q1 малые,0.664,0.5312,0.0013,0.9263,0.4181,Остальные,Продолжение
49110,Yami Shibai 9,2021,Original,Avant Garde,13,13912,8906,Q1 малые,0.6401,0.5225,0.0029,0.9196,0.4414,Остальные,Продолжение
55150,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,2024,Light novel,Comedy,12,96181,69948,Q3,0.7273,0.5283,0.0041,0.8809,0.6131,Надёжный просмотр,Дебют
39960,Yatogame-chan Kansatsu Nikki Nisatsume,2020,4-koma manga,Comedy,12,20915,14931,Q1 малые,0.7139,0.5821,0.0002,0.919,0.4896,Надёжный просмотр,Продолжение
42959,Yatogame-chan Kansatsu Nikki Sansatsume,2021,4-koma manga,Comedy,12,15733,9993,Q1 малые,0.6352,0.5083,0.001,0.9108,0.3618,Остальные,Продолжение
50438,Yatogame-chan Kansatsu Nikki Yonsatsume,2022,4-koma manga,Comedy,10,10366,6612,Q1 малые,0.6379,0.4828,0.0018,0.8992,0.3654,Остальные,Продолжение
39710,Yesterday wo Utatte,2020,Manga,Drama,12,328330,226455,Q4 крупные,0.6897,0.5238,0.0042,0.8913,0.5825,Остальные,Дебют
50346,Yofukashi no Uta,2022,Manga,Romance,13,720810,527917,Q4 крупные,0.7322,0.5316,0.0137,0.8789,0.7884,Флагманы,Дебют
58390,Yofukashi no Uta Season 2,2025,Manga,Romance,12,186312,96032,Q3,0.5145,0.2416,0.006,0.7809,0.2973,Нишевые любимчики,Продолжение
54839,Yoru no Kurage wa Oyogenai,2024,Original,Drama,12,126670,78166,Q3,0.6169,0.4065,0.0074,0.8293,0.5216,Нишевые любимчики,Дебют
51692,Yoru wa Neko to Issho,2022,Web manga,Comedy,30,16014,8908,Q1 малые,0.5563,0.339,0.0067,0.8719,0.3942,Нишевые любимчики,Дебют
57533,Youkai Gakkou no Sensei Hajimemashita!,2024,Manga,Comedy,24,42378,28014,Q2,0.6608,0.2932,0.0061,0.7375,0.4569,Нишевые любимчики,Дебют
48365,Youkai Watch ♪,2021,Game,Comedy,98,3064,1821,Q1 малые,0.5943,0.1762,0.0095,,0.3881,Нишевые любимчики,Дебют
51096,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,2022,Light novel,Drama,13,754145,659512,Q4 крупные,0.8745,0.7436,0.0111,0.9417,0.9573,Флагманы,Продолжение
51180,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,2024,Light novel,Drama,13,487973,374291,Q4 крупные,0.7668,0.6356,0.009,0.9282,0.8456,Флагманы,Продолжение
55995,Your Forma,2025,Light novel,Mystery,13,40105,19852,Q2,0.4951,0.1849,0.0027,0.6207,0.0999,Остальные,Дебют
50552,Yowamushi Pedal: Limit Break,2022,Manga,Sports,25,29137,18816,Q2,0.6457,0.4379,0.0051,0.8805,0.5126,Остальные,Продолжение
53865,Yozakura-san Chi no Daisakusen,2024,Manga,Action,27,144748,93465,Q3,0.6453,0.3113,0.005,0.8034,0.4099,Остальные,Дебют
50607,Yu☆Gi☆Oh! Go Rush!!,2022,Card game,Action,151,7566,4133,Q1 малые,0.5461,0.0996,0.0077,0.6022,0.3236,Нишевые любимчики,Продолжение
40145,Yu☆Gi☆Oh! Sevens,2020,Card game,Action,92,19901,11336,Q1 малые,0.5696,0.172,0.0044,0.7195,0.2437,Остальные,Дебют
55866,Yubisaki to Renren,2024,Manga,Romance,12,315688,230083,Q4 крупные,0.7284,0.5357,0.0134,0.8639,0.7872,Флагманы,Дебют
53632,Yumemiru Danshi wa Genjitsushugisha,2023,Light novel,Comedy,12,205247,160693,Q3,0.7828,0.5983,0.0055,0.8741,0.7675,Надёжный просмотр,Дебют
38474,Yuru Camp△ Season 2,2021,Manga,Slice of Life,13,247035,160393,Q3,0.6492,0.5166,0.0128,0.9217,0.6885,Нишевые любимчики,Продолжение
53410,Yuru Camp△ Season 3,2024,Manga,Slice of Life,12,97428,55984,Q2,0.5745,0.4146,0.0057,0.8677,0.4408,Нишевые любимчики,Продолжение
55528,Yuuki Bakuhatsu Bang Bravern,2024,Original,Action,12,34722,19527,Q2,0.5621,0.35,0.0069,0.7909,0.4117,Нишевые любимчики,Дебют
42071,Yuuki Yuuna wa Yuusha de Aru Churutto!,2021,Game,Comedy,12,7864,3497,Q1 малые,0.4447,0.2917,0.0028,0.8442,0.1308,Остальные,Продолжение
42587,Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,2021,Original,Drama,12,27000,13696,Q1 малые,0.5073,0.3601,0.0058,0.8554,0.3609,Нишевые любимчики,Продолжение
40911,Yuukoku no Moriarty,2020,Manga,Mystery,11,489759,325332,Q4 крупные,0.6642,0.5349,0.0166,0.901,0.7333,Нишевые любимчики,Дебют
43325,Yuukoku no Moriarty Part 2,2021,Manga,Mystery,13,281822,202380,Q4 крупные,0.718,0.5852,0.0116,0.934,0.7972,Флагманы,Продолжение
51092,Yuurei Deco,2022,Original,Sci-Fi,12,20671,13451,Q1 малые,0.6506,0.3224,0.0021,0.729,0.261,Остальные,Дебют
51706,Yuusha ga Shinda!,2023,Web manga,Action,12,148098,112312,Q3,0.7581,0.4845,0.0028,0.8033,0.5277,Надёжный просмотр,Дебют
52046,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",2022,Web manga,Action,13,231529,198120,Q4 крупные,0.8554,0.6757,0.0049,0.9202,0.818,Надёжный просмотр,Дебют
59424,"Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru",2025,Manga,Adventure,12,59877,44297,Q2,0.7341,0.3948,0.0021,0.8689,0.4045,Остальные,Дебют
50175,"Yuusha, Yamemasu",2022,Light novel,Action,12,341256,280233,Q4 крупные,0.821,0.6398,0.0051,0.8973,0.7953,Надёжный просмотр,Дебют
55153,Yuzuki-san Chi no Yonkyoudai.,2023,Manga,Slice of Life,12,69808,44540,Q2,0.6378,0.4504,0.0055,0.8249,0.5325,Остальные,Дебют
55514,Zatsu Tabi: That's Journey,2025,Manga,Adventure,12,35389,21168,Q2,0.5975,0.3023,0.0029,0.7403,0.2201,Остальные,Дебют
58502,Zenshuu.,2025,Original,Action,12,149997,102164,Q3,0.6806,0.4464,0.0058,0.8159,0.5928,Нишевые любимчики,Дебют
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,2023,Manga,Comedy,12,644312,527104,Q4 крупные,0.8179,0.5101,0.0065,0.8874,0.7702,Флагманы,Дебют
40174,Zombieland Saga Revenge,2021,Original,Comedy,12,232624,147382,Q3,0.6334,0.4933,0.007,0.8936,0.601,Нишевые любимчики,Продолжение
59421,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,2025,Light novel,Drama,12,46157,30716,Q2,0.6613,0.3736,0.0039,0.8407,0.4236,Остальные,Дебют
