mal_id,title,start_year,source,main_genre,episodes,members,started,audience_quartile,conversion_to_start,completion_rate,favorites_rate,ep3_retention,score_combined,segment,title_type
54760,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,2023,Game,Adventure,12,75628,47043,Q2,0.6218,0.309,0.003,0.7254,0.264,Остальные,Дебют
58473,"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu",2025,Manga,Action,12,72063,50962,Q2,0.7067,0.4084,0.0035,0.8045,0.4656,Остальные,Дебют
39917,Sabiiro no Armor: Reimei,2022,Mixed media,Action,12,7483,4884,Q1 малые,0.6526,0.2107,0.0029,0.5029,0.2595,Остальные,Дебют
48414,Sabikui Bisco,2022,Light novel,Action,12,272111,191364,Q4 крупные,0.7032,0.472,0.0054,0.86,0.6176,Остальные,Дебют
48761,Saihate no Paladin,2021,Light novel,Action,12,342569,272399,Q4 крупные,0.7951,0.5862,0.0043,0.9007,0.7148,Надёжный просмотр,Дебют
50664,Saihate no Paladin: Tetsusabi no Yama no Ou,2023,Light novel,Action,12,138469,87478,Q3,0.6315,0.4707,0.0028,0.8411,0.3878,Остальные,Продолжение
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,2024,Light novel,Adventure,12,129424,103060,Q3,0.7954,0.6289,0.0053,0.8856,0.7863,Надёжный просмотр,Дебют
51837,Saikin Yatotta Maid ga Ayashii,2022,Manga,Comedy,11,141552,93811,Q3,0.6626,0.3679,0.0037,0.7583,0.4069,Остальные,Дебют
60146,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",2025,Other,Fantasy,12,155817,120424,Q3,0.7726,0.481,0.0072,0.7948,0.736,Флагманы,Дебют
58714,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",2024,Light novel,Action,12,134264,107533,Q3,0.8006,0.6313,0.0048,0.895,0.7645,Надёжный просмотр,Дебют
50932,Saikyou Onmyouji no Isekai Tenseiki,2023,Light novel,Action,13,261116,227418,Q4 крупные,0.8706,0.7259,0.0039,0.9349,0.7863,Надёжный просмотр,Дебют
56845,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",2024,Manga,Action,12,95584,80502,Q3,0.8418,0.5543,0.0015,0.8431,0.5795,Надёжный просмотр,Дебют
45783,Saiyuuki Reload: Zeroin,2022,Manga,Action,13,14631,7758,Q1 малые,0.5301,0.2518,0.0051,0.6966,0.277,Остальные,Дебют
58939,Sakamoto Days,2025,Manga,Action,11,432896,330186,Q4 крупные,0.7619,0.493,0.0057,0.8577,0.6945,Надёжный просмотр,Дебют
60285,Sakamoto Days Part 2,2025,Manga,Action,11,182268,113239,Q3,0.618,0.3169,0.0035,0.8736,0.2916,Остальные,Продолжение
38192,Sakugan,2021,Novel,Action,12,106540,65280,Q3,0.6127,0.336,0.0026,0.7889,0.2416,Остальные,Дебют
59349,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,2025,Web manga,Adventure,12,107261,85105,Q3,0.7934,0.5193,0.0022,0.8323,0.5516,Надёжный просмотр,Дебют
44387,Sankaku Mado no Sotogawa wa Yoru,2021,Manga,Boys Love,12,52630,33091,Q2,0.6285,0.3786,0.0068,0.7595,0.5014,Нишевые любимчики,Дебют
44055,Sasaki to Miyano,2022,Web manga,Boys Love,12,225464,163270,Q3,0.7239,0.5549,0.0243,0.8797,0.8141,Флагманы,Дебют
52482,Sasaki to Pii-chan,2024,Light novel,Adventure,12,112640,86527,Q3,0.7679,0.5386,0.0019,0.8658,0.5371,Надёжный просмотр,Дебют
54233,Sasayaku You ni Koi wo Utau,2024,Manga,Drama,12,92855,47501,Q2,0.5115,0.1868,0.0088,0.7584,0.3321,Нишевые любимчики,Дебют
42774,Sayonara Watashi no Cramer,2021,Manga,Drama,13,45139,29155,Q2,0.6458,0.3474,0.003,0.7415,0.3233,Остальные,Дебют
58445,"Sayounara Ryuusei, Konnichiwa Jinsei",2024,Light novel,Action,12,86401,67646,Q3,0.7823,0.5354,0.0021,0.8584,0.5501,Надёжный просмотр,Дебют
48492,Scarlet Nexus,2021,Game,Action,26,103938,66997,Q3,0.6445,0.2208,0.0049,0.7134,0.3609,Остальные,Дебют
53263,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",2023,Light novel,Adventure,12,138874,119767,Q3,0.8622,0.7215,0.0028,0.9098,0.7118,Надёжный просмотр,Дебют
42826,Seijo no Maryoku wa Bannou desu,2021,Light novel,Fantasy,12,235243,183238,Q4 крупные,0.7788,0.6165,0.0057,0.8822,0.779,Надёжный просмотр,Дебют
51215,Seijo no Maryoku wa Bannou desu Season 2,2023,Light novel,Fantasy,12,102393,72620,Q3,0.709,0.562,0.0035,0.8941,0.5876,Надёжный просмотр,Продолжение
49304,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,2022,Game,Adventure,12,21984,13498,Q1 малые,0.6139,0.2599,0.0032,0.6605,0.2428,Остальные,Дебют
50184,Seiken Gakuin no Makentsukai,2023,Light novel,Action,12,168096,127122,Q3,0.7557,0.5229,0.0051,0.8767,0.687,Надёжный просмотр,Дебют
44203,Seirei Gensouki,2021,Light novel,Action,12,436607,363016,Q4 крупные,0.8314,0.7046,0.0079,0.9345,0.8962,Флагманы,Дебют
50306,Seirei Gensouki 2,2024,Light novel,Action,12,185694,106180,Q3,0.5718,0.4358,0.0068,0.8756,0.4853,Нишевые любимчики,Продолжение
57433,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,2025,Light novel,Drama,13,163954,74553,Q3,0.454,0.132,0.0052,0.7382,0.2262,Остальные,Дебют
53912,Seiyuu Radio no Uraomote,2024,Light novel,Comedy,12,56683,34716,Q2,0.6122,0.3873,0.0031,0.8124,0.3215,Остальные,Дебют
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2021,Light novel,Action,12,610375,521910,Q4 крупные,0.855,0.7288,0.0072,0.9396,0.9068,Флагманы,Дебют
44275,Selection Project,2021,Mixed media,Не указан,13,47997,28690,Q2,0.5977,0.3924,0.0079,0.8277,0.4965,Нишевые любимчики,Дебют
58488,Sengoku Youko: Senma Konton-hen,2024,Manga,Action,22,27773,15510,Q1 малые,0.5584,0.3457,0.0034,0.8491,0.2516,Остальные,Дебют
56242,Sengoku Youko: Yonaoshi Kyoudai-hen,2024,Manga,Action,13,66780,38822,Q2,0.5811,0.3087,0.0029,0.7407,0.2119,Остальные,Дебют
42351,Senpai ga Uzai Kouhai no Hanashi,2021,Web manga,Comedy,12,366962,267964,Q4 крупные,0.73,0.5838,0.0047,0.9046,0.6851,Надёжный просмотр,Дебют
54855,Senpai wa Otokonoko,2024,Web manga,Drama,12,83080,50496,Q2,0.6075,0.3341,0.0054,0.7605,0.3933,Остальные,Дебют
53770,Sentai Daishikkaku,2024,Manga,Action,12,188615,128765,Q3,0.6825,0.4698,0.0044,0.8637,0.5553,Остальные,Дебют
59189,Sentai Daishikkaku 2nd Season,2025,Manga,Action,12,73713,42855,Q2,0.5812,0.4059,0.0037,0.864,0.3355,Остальные,Продолжение
59514,Sentai Red Isekai de Boukensha ni Naru,2025,Manga,Action,12,60038,43907,Q2,0.731,0.4205,0.0032,0.7751,0.4871,Остальные,Дебют
41456,"Sentouin, Haken shimasu!",2021,Light novel,Action,12,410219,315940,Q4 крупные,0.77,0.5817,0.0051,0.8769,0.7315,Надёжный просмотр,Дебют
41372,Senyoku no Sigrdrifa,2020,Original,Action,12,49005,29151,Q2,0.5949,0.3363,0.0015,0.7316,0.1847,Остальные,Дебют
47391,Seven Knights Revolution: Eiyuu no Keishousha,2021,Game,Action,12,62205,46704,Q2,0.7507,0.4747,0.003,0.7931,0.5304,Надёжный просмотр,Дебют
49160,Shachiku-san wa Youjo Yuurei ni Iyasaretai.,2022,Manga,Comedy,12,42792,27318,Q2,0.6383,0.3687,0.0036,0.7723,0.3685,Остальные,Дебют
40783,"Shachou, Battle no Jikan desu!",2020,Game,Action,12,43791,31640,Q2,0.7225,0.4449,0.0006,0.7454,0.4063,Остальные,Дебют
43439,Shadows House,2021,Manga,Fantasy,13,273902,175502,Q4 крупные,0.6405,0.4789,0.0082,0.8613,0.6237,Нишевые любимчики,Дебют
49782,Shadows House 2nd Season,2022,Manga,Fantasy,12,135477,89402,Q3,0.6597,0.5266,0.0053,0.9049,0.6073,Остальные,Продолжение
40506,Shadowverse,2020,Card game,Fantasy,48,17860,11905,Q1 малые,0.6666,0.205,0.002,0.6724,0.2286,Остальные,Дебют
50060,Shadowverse Flame,2022,Card game,Fantasy,50,7327,4663,Q1 малые,0.6364,0.215,0.0052,0.7068,0.3621,Остальные,Дебют
57614,Shadowverse Flame: Arc-hen,2024,Card game,Fantasy,23,2671,1362,Q1 малые,0.5099,0.2819,0.0037,0.7352,0.2083,Остальные,Продолжение
54854,Shadowverse Flame: Seven Shadows-hen,2023,Card game,Fantasy,25,3479,1900,Q1 малые,0.5463,0.3019,0.0032,,0.2001,Остальные,Продолжение
42395,Shakunetsu Kabaddi,2021,Web manga,Comedy,12,107436,74909,Q3,0.6972,0.459,0.007,0.8386,0.647,Нишевые любимчики,Дебют
42205,Shaman King (2021),2021,Manga,Action,52,278063,181778,Q4 крупные,0.6537,0.2291,0.0063,0.759,0.432,Нишевые любимчики,Дебют
51673,Shaman King: Flowers,2024,Manga,Action,13,35600,16027,Q1 малые,0.45,0.3048,0.0037,0.8267,0.1977,Остальные,Дебют
52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",2023,Manga,Action,25,419992,351031,Q4 крупные,0.8356,0.6045,0.0086,0.9194,0.8686,Флагманы,Дебют
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",2024,Manga,Action,25,229584,182484,Q4 крупные,0.7937,0.5535,0.0062,0.912,0.772,Флагманы,Продолжение
42808,Shenmue the Animation,2022,Game,Action,13,24620,15417,Q1 малые,0.626,0.3509,0.0061,0.7933,0.4535,Нишевые любимчики,Дебют
48415,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",2022,Light novel,Action,12,326712,276855,Q4 крупные,0.8473,0.637,0.0047,0.9067,0.7899,Надёжный просмотр,Дебют
58426,Shikanoko Nokonoko Koshitantan,2024,Manga,Comedy,12,261105,198604,Q4 крупные,0.7605,0.356,0.0064,0.7572,0.6064,Нишевые любимчики,Дебют
38440,Shikizakura,2021,Original,Action,12,18175,8701,Q1 малые,0.4787,0.2102,0.0028,0.6449,0.1041,Остальные,Дебют
47161,Shikkakumon no Saikyou Kenja,2022,Light novel,Action,12,286057,245496,Q4 крупные,0.858,0.6577,0.0042,0.8917,0.7796,Надёжный просмотр,Дебют
40957,Shin Chuuka Ichiban! 2nd Season,2021,Manga,Comedy,12,6328,3924,Q1 малые,0.62,0.4239,0.0019,0.8449,0.2961,Остальные,Продолжение
49342,Shin Ikkitousen,2022,Manga,Action,3,30047,14208,Q1 малые,0.4728,0.2839,0.0045,0.7446,0.2386,Остальные,Дебют
44037,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",2021,Light novel,Fantasy,13,374140,304971,Q4 крупные,0.815,0.6565,0.0056,0.9153,0.815,Надёжный просмотр,Дебют
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",2024,Light novel,Fantasy,12,144782,105726,Q3,0.7299,0.5026,0.0027,0.8399,0.5114,Надёжный просмотр,Продолжение
40403,Shin Sakura Taisen the Animation,2020,Game,Action,12,21048,11483,Q1 малые,0.5455,0.2621,0.0011,0.646,0.0996,Остальные,Дебют
58812,Shin Samurai-den Yaiba,2025,Manga,Action,24,38128,23119,Q2,0.6055,0.1025,0.0032,0.702,0.1977,Остальные,Дебют
51495,Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,2023,Light novel,Adventure,12,123856,95776,Q3,0.773,0.5439,0.0048,0.8861,0.6982,Надёжный просмотр,Дебют
50099,Shin Tennis no Oujisama: U-17 World Cup,2022,Manga,Sports,13,17626,11531,Q1 малые,0.654,0.4484,0.0073,0.8425,0.6013,Нишевые любимчики,Продолжение
55570,Shin Tennis no Oujisama: U-17 World Cup Semifinal,2024,Manga,Sports,13,7691,4035,Q1 малые,0.5243,0.3671,0.0036,0.787,0.2691,Остальные,Продолжение
50221,Shine Post,2022,Mixed media,Drama,12,28809,15548,Q1 малые,0.5397,0.3445,0.0044,0.8098,0.3018,Остальные,Дебют
40028,Shingeki no Kyojin: The Final Season,2020,Manga,Action,16,2201893,2034604,Q4 крупные,0.924,0.7707,0.0243,0.9712,0.9912,Флагманы,Продолжение
48583,Shingeki no Kyojin: The Final Season Part 2,2022,Manga,Action,12,1481143,1270942,Q4 крупные,0.858,0.73,0.0214,0.9626,0.9728,Флагманы,Продолжение
47257,Shinigami Bocchan to Kuro Maid,2021,Web manga,Comedy,12,274335,184747,Q4 крупные,0.6734,0.4549,0.0064,0.8357,0.6113,Нишевые любимчики,Дебют
49858,Shinigami Bocchan to Kuro Maid 2nd Season,2023,Web manga,Comedy,12,97073,57532,Q2,0.5926,0.4566,0.0035,0.874,0.3803,Остальные,Продолжение
56738,Shinigami Bocchan to Kuro Maid 3rd Season,2024,Web manga,Comedy,12,65398,40364,Q2,0.6169,0.4955,0.0043,0.9004,0.4844,Остальные,Продолжение
46985,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,2021,Light novel,Adventure,12,232987,196552,Q4 крупные,0.8435,0.6603,0.0043,0.8971,0.7772,Надёжный просмотр,Дебют
57798,Shinkalion: Change the World,2024,Other,Action,39,7728,3214,Q1 малые,0.4159,0.0657,0.0049,0.4851,0.201,Остальные,Дебют
54913,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",2024,Light novel,Action,12,187278,161952,Q3,0.8643,0.6801,0.0036,0.9197,0.7557,Надёжный просмотр,Дебют
49849,Shinmai Renkinjutsushi no Tenpo Keiei,2022,Light novel,Adventure,12,78932,61752,Q3,0.782,0.535,0.0029,0.8713,0.5864,Надёжный просмотр,Дебют
51098,Shinobi no Ittoki,2022,Original,Action,12,185138,133523,Q3,0.7211,0.4128,0.0038,0.8128,0.5092,Остальные,Дебют
52082,Shiro Seijo to Kuro Bokushi,2023,4-koma manga,Fantasy,12,96175,61750,Q3,0.642,0.4373,0.0048,0.8147,0.4941,Остальные,Дебют
59322,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,2025,Light novel,Fantasy,12,14015,10774,Q1 малые,0.7665,0.5439,0.0017,0.8493,0.5313,Надёжный просмотр,Дебют
46093,Shiroi Suna no Aquatope,2021,Original,Drama,24,179283,100670,Q3,0.5615,0.2887,0.008,0.8166,0.3881,Нишевые любимчики,Дебют
38843,Shironeko Project: Zero Chronicle,2020,Game,Action,12,108145,80989,Q3,0.7488,0.5548,0.002,0.845,0.5328,Надёжный просмотр,Дебют
58131,Shiunji-ke no Kodomotachi,2025,Manga,Comedy,12,100423,70684,Q3,0.7025,0.4899,0.0039,0.8525,0.555,Остальные,Дебют
47162,Shokei Shoujo no Virgin Road,2022,Light novel,Action,12,183351,124894,Q3,0.681,0.3799,0.0041,0.7834,0.4632,Остальные,Дебют
40902,Shokugeki no Souma: Gou no Sara,2020,Manga,Gourmet,13,573287,459607,Q4 крупные,0.8016,0.663,0.0025,0.9105,0.6437,Надёжный просмотр,Продолжение
50379,Shoot! Goal to the Future,2022,Manga,Sports,13,18224,12704,Q1 малые,0.6967,0.3671,0.0042,0.7064,0.4693,Остальные,Дебют
57810,Shoushimin Series,2024,Novel,Mystery,10,131369,78759,Q3,0.5993,0.3508,0.005,0.7782,0.3809,Остальные,Дебют
59828,Shoushimin Series 2nd Season,2025,Novel,Mystery,12,48002,30608,Q2,0.6373,0.487,0.006,0.8835,0.5767,Нишевые любимчики,Продолжение
40763,Show By Rock!! Mashumairesh!!,2020,Game,Comedy,12,17930,10247,Q1 малые,0.5715,0.3903,0.0041,0.8146,0.3424,Остальные,Продолжение
41520,Show by Rock!! Stars!!,2021,Game,Comedy,12,13718,7025,Q1 малые,0.5121,0.3659,0.0036,0.8518,0.264,Остальные,Продолжение
41946,Shuumatsu no Harem,2022,Manga,Sci-Fi,11,275128,196148,Q4 крупные,0.7129,0.4611,0.0075,0.8261,0.6791,Нишевые любимчики,Дебют
53356,Shuumatsu Train Doko e Iku?,2024,Original,Adventure,12,84796,53557,Q2,0.6314,0.4171,0.0034,0.8203,0.3803,Остальные,Дебют
53237,Shy,2023,Manga,Action,12,79363,51823,Q2,0.6528,0.3534,0.0027,0.7709,0.3173,Остальные,Дебют
57567,Shy 2nd Season,2024,Manga,Action,12,30425,17981,Q1 малые,0.5908,0.4131,0.0023,0.8521,0.2698,Остальные,Продолжение
40786,Skate-Leading☆Stars,2021,Original,Sports,12,44588,27323,Q2,0.6128,0.3514,0.0035,0.8189,0.3194,Остальные,Дебют
42923,SK∞,2021,Original,Sports,12,612865,477385,Q4 крупные,0.7789,0.6133,0.0224,0.9105,0.884,Флагманы,Дебют
50416,Skip to Loafer,2023,Manga,Drama,12,324681,229753,Q4 крупные,0.7074,0.5486,0.0117,0.9037,0.7678,Флагманы,Дебют
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",2021,Light novel,Comedy,12,433029,354383,Q4 крупные,0.8183,0.5873,0.0053,0.8878,0.7772,Надёжный просмотр,Дебют
50738,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni",2025,Light novel,Comedy,12,116076,51442,Q2,0.443,0.2597,0.005,0.7931,0.2428,Остальные,Продолжение
45425,Slow Loop,2022,Manga,Gourmet,12,69240,42883,Q2,0.6193,0.407,0.0042,0.8411,0.4102,Остальные,Дебют
55636,Snack Basue,2024,Manga,Comedy,13,10311,6442,Q1 малые,0.6246,0.2939,0.0021,0.6472,0.2113,Остальные,Дебют
53730,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",2024,Light novel,Action,12,176638,145428,Q3,0.8233,0.615,0.0036,0.8842,0.7072,Надёжный просмотр,Дебют
39575,Somali to Mori no Kamisama,2020,Web manga,Adventure,12,311260,209222,Q4 крупные,0.6721,0.4727,0.0057,0.8369,0.6007,Остальные,Дебют
48849,Sonny Boy,2021,Original,Award Winning,12,358945,211923,Q4 крупные,0.5902,0.3815,0.0232,0.8439,0.5307,Нишевые любимчики,Дебют
48736,Sono Bisque Doll wa Koi wo Suru,2022,Manga,Romance,12,1241741,1087144,Q4 крупные,0.8755,0.7458,0.0182,0.9463,0.9788,Флагманы,Дебют
53065,Sono Bisque Doll wa Koi wo Suru Season 2,2025,Manga,Romance,12,362884,200148,Q4 крупные,0.5513,0.2615,0.0096,0.8462,0.3848,Нишевые любимчики,Продолжение
58066,Sorairo Utility (TV),2025,Original,Sports,12,20609,11757,Q1 малые,0.5701,0.3309,0.0025,0.761,0.191,Остальные,Дебют
42883,Sore dake ga Neck,2020,Original,Mystery,12,7012,5141,Q1 малые,0.7332,0.5191,0.0004,0.8416,0.4699,Надёжный просмотр,Дебют
45653,Soredemo Ayumu wa Yosetekuru,2022,Manga,Comedy,12,180185,107108,Q3,0.5943,0.3757,0.0038,0.8175,0.3312,Остальные,Дебют
36458,Soukou Musume Senki,2021,Game,Action,12,17167,10209,Q1 малые,0.5945,0.2991,0.0023,0.6776,0.1838,Остальные,Дебют
54769,Sousei no Aquarion: Myth of Emotions,2025,Original,Action,12,5109,2687,Q1 малые,0.5256,0.2232,0.0016,0.5923,0.0836,Остальные,Дебют
52991,Sousou no Frieren,2023,Manga,Adventure,28,1223219,1027684,Q4 крупные,0.8399,0.626,0.0624,0.9231,0.9349,Флагманы,Дебют
51252,Spy Kyoushitsu,2023,Light novel,Action,12,162293,97569,Q3,0.6011,0.2944,0.0044,0.726,0.3152,Остальные,Дебют
54947,Spy Kyoushitsu 2nd Season,2023,Light novel,Action,12,50110,30487,Q2,0.6082,0.4641,0.0021,0.876,0.3273,Остальные,Продолжение
50265,Spy x Family,2022,Manga,Action,12,1794468,1617362,Q4 крупные,0.9013,0.732,0.0226,0.9536,0.9846,Флагманы,Дебют
50602,Spy x Family Part 2,2022,Manga,Action,13,1072051,917470,Q4 крупные,0.8558,0.6759,0.0071,0.9401,0.8904,Флагманы,Продолжение
53887,Spy x Family Season 2,2023,Manga,Action,12,619770,471309,Q4 крупные,0.7603,0.6233,0.006,0.9193,0.7793,Флагманы,Продолжение
40870,SSSS.Dynazenon,2021,Original,Action,12,144345,79938,Q3,0.5537,0.3802,0.0063,0.8408,0.4187,Нишевые любимчики,Дебют
38005,Strike Witches: Road to Berlin,2020,Original,Action,12,30798,16136,Q1 малые,0.5238,0.3895,0.0032,0.8553,0.2604,Остальные,Продолжение
42307,Subarashiki Kono Sekai The Animation,2021,Game,Action,12,76186,45882,Q2,0.6022,0.3275,0.0044,0.7276,0.3348,Остальные,Дебют
49980,Sugar Apple Fairy Tale,2023,Light novel,Adventure,12,142796,100880,Q3,0.7065,0.5164,0.0074,0.8579,0.706,Нишевые любимчики,Дебют
54842,Sugar Apple Fairy Tale Part 2,2023,Light novel,Adventure,12,75194,55020,Q2,0.7315,0.5939,0.0049,0.9099,0.6969,Надёжный просмотр,Продолжение
54234,Suki na Ko ga Megane wo Wasureta,2023,Manga,Comedy,13,229008,156372,Q3,0.6826,0.4214,0.0067,0.7886,0.6016,Нишевые любимчики,Дебют
47194,Summertime Render,2022,Manga,Mystery,25,641809,432388,Q4 крупные,0.6736,0.4757,0.017,0.8986,0.7063,Нишевые любимчики,Дебют
40685,Super Cub,2021,Light novel,Slice of Life,12,127667,82394,Q3,0.6453,0.4313,0.0085,0.8588,0.5916,Нишевые любимчики,Дебют
55994,Sword Art Online Alternative: Gun Gale Online II,2024,Light novel,Action,12,111231,58634,Q2,0.5271,0.3599,0.0031,0.8224,0.2283,Остальные,Продолжение
40540,Sword Art Online: Alicization - War of Underworld 2nd Season,2020,Light novel,Action,11,668360,571850,Q4 крупные,0.8554,0.781,0.005,0.9656,0.8432,Надёжный просмотр,Продолжение
53026,Synduality: Noir,2023,Mixed media,Action,12,54770,29543,Q2,0.5392,0.3122,0.0035,0.7664,0.221,Остальные,Дебют
56731,Synduality: Noir Part 2,2024,Mixed media,Action,12,21626,13204,Q1 малые,0.6103,0.4503,0.0036,0.8599,0.4039,Остальные,Продолжение
56768,"Tadaima, Okaeri",2024,Manga,Boys Love,12,43683,28512,Q2,0.6524,0.4154,0.0086,0.7931,0.5898,Нишевые любимчики,Дебют
45055,Taishou Otome Otogibanashi,2021,Manga,Comedy,12,165823,111291,Q3,0.671,0.5115,0.0074,0.8845,0.6718,Нишевые любимчики,Дебют
42668,Taisou Zamurai,2020,Original,Sports,11,62414,36736,Q2,0.5886,0.395,0.0022,0.8104,0.2461,Остальные,Дебют
48556,Takt Op. Destiny,2021,Mixed media,Action,12,556461,396923,Q4 крупные,0.7132,0.4623,0.0086,0.8261,0.6954,Нишевые любимчики,Дебют
39966,Tamayomi,2020,Manga,Sports,12,35433,22643,Q2,0.639,0.3555,0.0013,0.723,0.2498,Остальные,Дебют
46471,"Tantei wa Mou, Shindeiru.",2021,Light novel,Comedy,12,400940,276717,Q4 крупные,0.69,0.3845,0.0081,0.7974,0.5992,Нишевые любимчики,Дебют
55844,Tasogare Out Focus,2024,Manga,Boys Love,12,54355,33708,Q2,0.6198,0.3856,0.0086,0.8179,0.5244,Нишевые любимчики,Дебют
59136,Tasokare Hotel,2025,Game,Fantasy,12,31912,18326,Q1 малые,0.574,0.3436,0.0035,0.7673,0.2695,Остальные,Дебют
57945,Tasuuketsu,2024,Web manga,Action,24,25008,17699,Q1 малые,0.7075,0.1858,0.0018,0.6094,0.2531,Остальные,Дебют
40356,Tate no Yuusha no Nariagari Season 2,2022,Light novel,Action,13,840166,551389,Q4 крупные,0.6562,0.4533,0.0147,0.8591,0.66,Нишевые любимчики,Продолжение
40357,Tate no Yuusha no Nariagari Season 3,2023,Light novel,Action,12,499878,248492,Q4 крупные,0.497,0.3989,0.0123,0.9124,0.4665,Нишевые любимчики,Продолжение
57907,Tate no Yuusha no Nariagari Season 4,2025,Light novel,Action,12,141361,68913,Q3,0.4868,0.2088,0.0036,0.8469,0.1592,Остальные,Продолжение
40594,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,2021,Light novel,Adventure,12,312614,265797,Q4 крупные,0.8501,0.6361,0.0029,0.9121,0.6806,Надёжный просмотр,Дебют
52962,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",2023,Light novel,Comedy,12,91962,69222,Q3,0.7526,0.601,0.0038,0.8993,0.6612,Надёжный просмотр,Дебют
50284,Technoroid: Overmind,2023,Mixed media,Mystery,12,16698,8635,Q1 малые,0.517,0.2275,0.005,0.615,0.2558,Остальные,Дебют
54275,Temple,2023,Web manga,Comedy,12,117962,83650,Q3,0.7088,0.4984,0.0037,0.8462,0.5574,Остальные,Дебют
41762,Tenchi Souzou Design-bu,2021,Manga,Comedy,12,85400,60315,Q2,0.7062,0.4554,0.0037,0.8043,0.5192,Остальные,Дебют
53393,Tengoku Daimakyou,2023,Manga,Adventure,13,592394,420940,Q4 крупные,0.7103,0.5506,0.0123,0.891,0.7757,Флагманы,Дебют
47159,Tensai Ouji no Akaji Kokka Saisei Jutsu,2022,Light novel,Comedy,12,321092,249322,Q4 крупные,0.7763,0.599,0.0053,0.8965,0.7545,Надёжный просмотр,Дебют
47163,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",2022,Light novel,Action,12,242542,194401,Q4 крупные,0.8013,0.5749,0.0058,0.8676,0.7796,Флагманы,Дебют
52608,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,2023,Light novel,Action,12,212617,183131,Q4 крупные,0.8613,0.7155,0.005,0.9054,0.8356,Надёжный просмотр,Дебют
55265,"Tensei Kizoku, Kantei Skill de Nariagaru",2024,Light novel,Adventure,12,179496,150040,Q3,0.8355,0.6698,0.0024,0.9167,0.6594,Надёжный просмотр,Дебют
59131,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",2024,Light novel,Adventure,12,114064,90010,Q3,0.7886,0.6177,0.0027,0.8953,0.6213,Надёжный просмотр,Продолжение
52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei,2023,Light novel,Fantasy,12,219238,168981,Q4 крупные,0.7707,0.5777,0.0078,0.8911,0.8047,Флагманы,Дебют
53516,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",2024,Light novel,Adventure,12,238124,202619,Q4 крупные,0.85,0.7031,0.0048,0.9132,0.8183,Надёжный просмотр,Дебют
59095,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season",2025,Light novel,Adventure,12,99574,65270,Q3,0.6549,0.3472,0.0033,0.891,0.356,Остальные,Продолжение
49891,Tensei shitara Ken deshita,2022,Light novel,Action,12,321409,264844,Q4 крупные,0.8238,0.6598,0.0058,0.9102,0.8308,Флагманы,Дебют
39551,Tensei shitara Slime Datta Ken 2nd Season,2021,Manga,Action,12,1071127,923229,Q4 крупные,0.8618,0.7761,0.0102,0.9632,0.9503,Флагманы,Продолжение
