mal_id,episode,retention,title,segment,source,title_type
54616,3,0.8887,Potion-danomi de Ikinobimasu!,Надёжный просмотр,Light novel,Дебют
54617,3,0.7609,Kyuujitsu no Warumono-san,Остальные,Web manga,Дебют
54632,3,0.9025,Gekai Elise,Надёжный просмотр,Web manga,Дебют
54638,3,0.6663,Kawagoe Boys Sing,Остальные,Original,Дебют
54714,3,0.8871,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,Флагманы,Manga,Дебют
54716,3,0.7604,Kibou no Chikara: Otona Precure '23,Остальные,Original,Дебют
54717,3,0.8155,Mahoutsukai Precure!! Mirai Days,Остальные,Original,Продолжение
54724,3,0.8313,Nige Jouzu no Wakagimi,Остальные,Manga,Дебют
54726,3,0.7958,"Tsuma, Shougakusei ni Naru.",Остальные,Manga,Дебют
54738,3,0.7803,Majutsushi Orphen Hagure Tabi: Seiiki-hen,Остальные,Light novel,Продолжение
54743,3,0.907,Dead Mount Death Play Part 2,Надёжный просмотр,Manga,Продолжение
54744,3,0.9116,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Флагманы,Light novel,Дебют
54758,3,0.7791,The iDOLM@STER Shiny Colors,Остальные,Game,Продолжение
54760,3,0.7254,Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Остальные,Game,Дебют
54769,3,0.5923,Sousei no Aquarion: Myth of Emotions,Остальные,Original,Дебют
54798,3,0.6598,Kamierabi,Остальные,Original,Дебют
54837,3,0.9356,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Надёжный просмотр,Light novel,Дебют
54839,3,0.8293,Yoru no Kurage wa Oyogenai,Нишевые любимчики,Original,Дебют
54842,3,0.9099,Sugar Apple Fairy Tale Part 2,Надёжный просмотр,Light novel,Продолжение
54852,3,0.9103,Kikansha no Mahou wa Tokubetsu desu,Надёжный просмотр,Web manga,Дебют
54853,3,0.8682,Maou 2099,Надёжный просмотр,Light novel,Дебют
54855,3,0.7605,Senpai wa Otokonoko,Остальные,Web manga,Дебют
54859,3,0.655,Rinkai!,Остальные,Mixed media,Дебют
54869,3,0.8558,High Card Season 2,Остальные,Mixed media,Продолжение
54883,3,0.9072,Mononogatari 2nd Season,Надёжный просмотр,Manga,Продолжение
54913,3,0.9197,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Надёжный просмотр,Light novel,Дебют
54914,3,0.5817,Bikkurimen,Остальные,Other,Дебют
54947,3,0.876,Spy Kyoushitsu 2nd Season,Остальные,Light novel,Продолжение
54968,3,0.7985,Giji Harem,Нишевые любимчики,Web manga,Дебют
55129,3,0.7893,Oroka na Tenshi wa Akuma to Odoru,Остальные,Manga,Дебют
55150,3,0.8809,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,Надёжный просмотр,Light novel,Дебют
55153,3,0.8249,Yuzuki-san Chi no Yonkyoudai.,Остальные,Manga,Дебют
55265,3,0.9167,"Tensei Kizoku, Kantei Skill de Nariagaru",Надёжный просмотр,Light novel,Дебют
55310,3,0.8354,Atarashii Joushi wa Do Tennen,Нишевые любимчики,Web manga,Дебют
55358,3,0.8481,Bucchigiri?!,Остальные,Original,Дебют
55397,3,0.6782,Pon no Michi,Остальные,Original,Дебют
55514,3,0.7403,Zatsu Tabi: That's Journey,Остальные,Manga,Дебют
55528,3,0.7909,Yuuki Bakuhatsu Bang Bravern,Нишевые любимчики,Original,Дебют
55597,3,0.7982,Hananoi-kun to Koi no Yamai,Остальные,Manga,Дебют
55710,3,0.5042,Hana-Doll*: Reinterpretation of Flowering,Остальные,Mixed media,Дебют
55717,3,0.7673,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,Остальные,Light novel,Дебют
55742,3,0.9126,Mahoutsukai no Yome Season 2 Part 2,Остальные,Manga,Продолжение
55749,3,0.8821,Megami no Café Terrace 2nd Season,Остальные,Manga,Продолжение
55774,3,0.748,"Himesama ""Goumon"" no Jikan desu",Остальные,Manga,Дебют
55775,3,0.8176,Kizuna no Allele Season 2,Остальные,Original,Продолжение
55813,3,0.9369,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,Надёжный просмотр,Manga,Продолжение
55823,3,0.8371,Natsume Yuujinchou Shichi,Нишевые любимчики,Manga,Продолжение
55842,3,0.7494,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,Остальные,Web manga,Дебют
55844,3,0.8179,Tasogare Out Focus,Нишевые любимчики,Manga,Дебют
55866,3,0.8639,Yubisaki to Renren,Флагманы,Manga,Дебют
55877,3,0.8485,Henjin no Salad Bowl,Остальные,Light novel,Дебют
55887,3,0.8418,"Kekkon suru tte, Hontou desu ka",Остальные,Manga,Дебют
55888,3,0.9461,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Флагманы,Light novel,Продолжение
55894,3,0.7416,Bokura no Ame-iro Protocol,Остальные,Original,Дебют
55973,3,0.8717,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Флагманы,Manga,Дебют
55994,3,0.8224,Sword Art Online Alternative: Gun Gale Online II,Остальные,Light novel,Продолжение
55996,3,0.7769,Koi wa Futago de Warikirenai,Остальные,Light novel,Дебют
55997,3,0.8608,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",Надёжный просмотр,Light novel,Дебют
55998,3,0.7208,Momochi-san Chi no Ayakashi Ouji,Остальные,Manga,Дебют
56062,3,0.8384,Naze Boku no Sekai wo Daremo Oboeteinai no ka?,Остальные,Light novel,Дебют
56063,3,0.8713,NieR:Automata Ver1.1a Part 2,Остальные,Game,Продолжение
56135,3,0.7425,UniteUp! Uni:Birth,Нишевые любимчики,Music,Продолжение
56165,3,0.8239,Boukyaku Battery (TV),Нишевые любимчики,Manga,Дебют
56348,3,0.8255,Dungeon no Naka no Hito,Остальные,Web manga,Дебют
56352,3,0.922,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",Флагманы,Light novel,Дебют
56400,3,0.7964,"Maou-sama, Retry! R",Остальные,Web manga,Продолжение
56449,3,0.8249,Madougushi Dahliya wa Utsumukanai,Остальные,Light novel,Дебют
56461,3,0.6174,Hamidashi Creative,Остальные,Visual novel,Дебют
56690,3,0.9133,Re:Monster,Надёжный просмотр,Light novel,Дебют
56691,3,0.5603,Gekkan Mousou Kagaku,Остальные,Original,Дебют
56700,3,0.8016,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season,Остальные,Light novel,Продолжение
56731,3,0.8599,Synduality: Noir Part 2,Остальные,Mixed media,Продолжение
56738,3,0.9004,Shinigami Bocchan to Kuro Maid 3rd Season,Остальные,Web manga,Продолжение
56768,3,0.7931,"Tadaima, Okaeri",Нишевые любимчики,Manga,Дебют
56838,3,0.8346,"One Room, Hiatari Futsuu, Tenshi-tsuki.",Остальные,Manga,Дебют
56843,3,0.8304,Goukon ni Ittara Onna ga Inakatta Hanashi,Нишевые любимчики,Web manga,Дебют
56845,3,0.8431,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",Надёжный просмотр,Manga,Дебют
56907,3,0.8265,Koujo Denka no Kateikyoushi,Остальные,Light novel,Дебют
56923,3,0.9198,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Надёжный просмотр,Light novel,Дебют
56964,3,0.8336,Raise wa Tanin ga Ii,Остальные,Manga,Дебют
56967,3,0.8036,Kamierabi 2nd Season,Остальные,Original,Продолжение
57031,3,0.7766,Vampire Dormitory,Остальные,Manga,Дебют
57050,3,0.7556,Kisaki Kyouiku kara Nigetai Watashi,Остальные,Manga,Дебют
57058,3,0.9137,"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",Надёжный просмотр,Light novel,Дебют
57099,3,0.6967,Na Nare Hana Nare,Остальные,Original,Дебют
57100,3,0.9005,The New Gate,Надёжный просмотр,Light novel,Дебют
57152,3,0.5577,Mahoutsukai no Yakusoku,Остальные,Game,Дебют
57217,3,0.8217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,Остальные,Manga,Дебют
57315,3,0.7808,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",Остальные,Light novel,Дебют
57325,3,0.7483,Ramen Akaneko,Остальные,Manga,Дебют
57334,3,0.9258,Dandadan,Флагманы,Manga,Дебют
57360,3,0.791,Kabushikigaisha Magi-Lumière,Остальные,Manga,Дебют
57362,3,0.8187,Hoshifuru Oukoku no Nina,Нишевые любимчики,Manga,Дебют
57380,3,0.8689,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,Надёжный просмотр,Light novel,Дебют
57391,3,0.7524,Astro Note,Остальные,Original,Дебют
57517,3,0.7235,Puniru wa Kawaii Slime,Остальные,Manga,Дебют
57524,3,0.9032,Make Heroine ga Oosugiru!,Флагманы,Light novel,Дебют
57559,3,0.922,MF Ghost 2nd Season,Надёжный просмотр,Manga,Продолжение
57562,3,0.8398,Hyakushou Kizoku 2nd Season,Остальные,Manga,Продолжение
57567,3,0.8521,Shy 2nd Season,Остальные,Manga,Продолжение
57592,3,0.9205,Dr. Stone: Science Future,Надёжный просмотр,Manga,Продолжение
57611,3,0.8012,Kimi wa Meido-sama.,Остальные,Web manga,Дебют
57616,3,0.8977,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,Нишевые любимчики,Manga,Продолжение
57623,3,0.907,Nijiyon Animation 2,Остальные,4-koma manga,Продолжение
57646,3,0.8446,Mob kara Hajimaru Tansaku Eiyuutan,Надёжный просмотр,Light novel,Дебют
57648,3,0.8459,Nihon e Youkoso Elf-san.,Остальные,Light novel,Дебют
57719,3,0.8726,Akuyaku Reijou Tensei Ojisan,Надёжный просмотр,Manga,Дебют
57820,3,0.5562,Kamitsubaki-shi Kensetsuchuu.,Остальные,Other,Дебют
57845,3,0.7505,Elf-san wa Yaserarenai.,Остальные,Web manga,Дебют
57876,3,0.8397,Maougun Saikyou no Majutsushi wa Ningen datta,Надёжный просмотр,Manga,Дебют
57891,3,0.8893,Hitoribocchi no Isekai Kouryaku,Надёжный просмотр,Light novel,Дебют
57892,3,0.913,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",Надёжный просмотр,Light novel,Дебют
57907,3,0.8469,Tate no Yuusha no Nariagari Season 4,Остальные,Light novel,Продолжение
57944,3,0.8638,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",Надёжный просмотр,Light novel,Дебют
57947,3,0.8027,Mayonaka Punch,Остальные,Original,Дебют
58059,3,0.9087,Tsue to Tsurugi no Wistoria,Надёжный просмотр,Manga,Дебют
58066,3,0.761,Sorairo Utility (TV),Остальные,Original,Дебют
58080,3,0.8469,Kenka Dokugaku,Надёжный просмотр,Web manga,Дебют
58131,3,0.8525,Shiunji-ke no Kodomotachi,Остальные,Manga,Дебют
58173,3,0.7303,Mahoutsukai ni Narenakatta Onnanoko no Hanashi,Остальные,Novel,Дебют
58197,3,0.598,Nyaight of the Living Cat,Остальные,Manga,Дебют
58216,3,0.748,Übel Blatt,Остальные,Manga,Дебют
58259,3,0.6703,"Douse, Koishite Shimaunda.",Остальные,Manga,Дебют
58265,3,0.7163,Babanbabanban Vampire,Остальные,Manga,Дебют
58271,3,0.7931,Honey Lemon Soda,Остальные,Manga,Дебют
58272,3,0.7741,Boku no Tsuma wa Kanjou ga Nai,Остальные,Manga,Дебют
58302,3,0.8194,The iDOLM@STER Shiny Colors 2nd Season,Остальные,Game,Продолжение
58359,3,0.8655,"Isshun de Chiryou shiteita noni Yakutatazu to Tsuihou sareta Tensai Chiyushi, Yami Healer toshite Tanoshiku Ikiru",Надёжный просмотр,Light novel,Дебют
58390,3,0.7809,Yofukashi no Uta Season 2,Нишевые любимчики,Manga,Продолжение
58426,3,0.7572,Shikanoko Nokonoko Koshitantan,Нишевые любимчики,Manga,Дебют
58437,3,0.8915,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",Надёжный просмотр,Light novel,Дебют
58445,3,0.8584,"Sayounara Ryuusei, Konnichiwa Jinsei",Надёжный просмотр,Light novel,Дебют
58473,3,0.8045,"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu",Остальные,Manga,Дебют
58484,3,0.8605,Ishura 2nd Season,Остальные,Light novel,Продолжение
58492,3,0.8095,Mono,Остальные,4-koma manga,Дебют
58502,3,0.8159,Zenshuu.,Нишевые любимчики,Original,Дебют
58511,3,0.8584,Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,Остальные,Manga,Продолжение
58516,3,0.8772,Ao no Exorcist: Yuki no Hate-hen,Остальные,Manga,Продолжение
58600,3,0.8071,Ameku Takao no Suiri Karte,Остальные,Novel,Дебют
58614,3,0.8444,Teogonia,Остальные,Light novel,Дебют
58714,3,0.895,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",Надёжный просмотр,Light novel,Дебют
58725,3,0.8198,Ninja to Koroshiya no Futarigurashi,Остальные,Manga,Дебют
58822,3,0.9188,Izure Saikyou no Renkinjutsushi?,Надёжный просмотр,Light novel,Дебют
58833,3,0.7217,Kakushite! Makina-san!!,Остальные,Manga,Дебют
58853,3,0.8016,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,Остальные,Manga,Дебют
58854,3,0.701,Kinoko Inu,Остальные,Manga,Дебют
58913,3,0.7265,Hikaru ga Shinda Natsu,Нишевые любимчики,Web manga,Дебют
58926,3,0.6782,Egumi Legacy,Остальные,Card game,Дебют
58985,3,0.6425,0-saiji Start Dash Monogatari,Остальные,Manga,Дебют
59002,3,0.8442,"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",Надёжный просмотр,Manga,Дебют
59055,3,0.7619,"Hana wa Saku, Shura no Gotoku",Остальные,Manga,Дебют
59095,3,0.891,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season",Остальные,Light novel,Продолжение
59113,3,0.5908,Farmagia,Остальные,Game,Дебют
59131,3,0.8953,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",Надёжный просмотр,Light novel,Продолжение
59135,3,0.8611,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,Надёжный просмотр,Light novel,Дебют
59136,3,0.7673,Tasokare Hotel,Остальные,Game,Дебют
59142,3,0.8264,Unnamed Memory Act.2,Остальные,Light novel,Продолжение
59144,3,0.8818,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta",Надёжный просмотр,Light novel,Дебют
59145,3,0.8815,Ranma ½ (2024),Флагманы,Manga,Дебют
59160,3,0.8837,Wind Breaker Season 2,Надёжный просмотр,Web manga,Продолжение
59161,3,0.7105,Bad Girl,Остальные,4-koma manga,Дебют
59169,3,0.7448,Aru Majo ga Shinu Made,Остальные,Light novel,Дебют
59189,3,0.864,Sentai Daishikkaku 2nd Season,Остальные,Manga,Продолжение
59205,3,0.8614,Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha,Остальные,Web manga,Дебют
59207,3,0.867,"Mikadono Sanshimai wa Angai, Choroi.",Остальные,Manga,Дебют
59226,3,0.8979,Ao no Exorcist: Yosuga-hen,Остальные,Manga,Продолжение
59265,3,0.8638,Magic Maker: Isekai Mahou no Tsukurikata,Надёжный просмотр,Light novel,Дебют
59277,3,0.7823,"Kanojo, Okarishimasu 4th Season",Остальные,Manga,Продолжение
59322,3,0.8493,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,Надёжный просмотр,Light novel,Дебют
59349,3,0.8323,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,Надёжный просмотр,Web manga,Дебют
59361,3,0.7767,Kono Kaisha ni Suki na Hito ga Imasu,Остальные,Manga,Дебют
59402,3,0.7954,Kakkou no Iinazuke Season 2,Остальные,Manga,Продолжение
59421,3,0.8407,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,Остальные,Light novel,Дебют
59424,3,0.8689,"Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru",Остальные,Manga,Дебют
59425,3,0.8037,NegaPosi Angler,Остальные,Original,Дебют
59452,3,0.881,"Katainaka no Ossan, Kensei ni Naru",Надёжный просмотр,Light novel,Дебют
59457,3,0.6949,"Haite Kudasai, Takamine-san",Нишевые любимчики,Manga,Дебют
59466,3,0.8482,Aharen-san wa Hakarenai Season 2,Остальные,Manga,Продолжение
59514,3,0.7751,Sentai Red Isekai de Boukensha ni Naru,Остальные,Manga,Дебют
59619,3,0.712,Ame to Kimi to,Остальные,Manga,Дебют
59632,3,0.7287,Mattaku Saikin no Tantei to Kitara,Остальные,Manga,Дебют
59675,3,0.8129,Apocalypse Hotel,Нишевые любимчики,Original,Дебют
59689,3,0.733,Game Center Shoujo to Ibunka Kouryuu,Остальные,Web manga,Дебют
59744,3,0.6826,Maebashi Witches,Остальные,Original,Дебют
59745,3,0.7342,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,Остальные,Web manga,Дебют
59828,3,0.8835,Shoushimin Series 2nd Season,Нишевые любимчики,Novel,Продолжение
59935,3,0.8519,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,Надёжный просмотр,Web manga,Дебют
59961,3,0.6558,Kizu darake Seijo yori Houfuku wo Komete,Остальные,Web manga,Дебют
59986,3,0.8247,Grand Blue Season 2,Нишевые любимчики,Manga,Продолжение
60009,3,0.721,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.,Остальные,Manga,Дебют
60140,3,0.902,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",Надёжный просмотр,Light novel,Дебют
60146,3,0.7948,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",Флагманы,Other,Дебют
60154,3,0.8679,Ore wa Seikan Kokka no Akutoku Ryoushu!,Надёжный просмотр,Light novel,Дебют
60157,3,0.9005,Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru,Надёжный просмотр,Light novel,Дебют
60293,3,0.8001,Ballpark de Tsukamaete!,Остальные,Manga,Дебют
60315,3,0.6252,Dekin no Mogura,Остальные,Manga,Дебют
60316,3,0.8214,Busamen Gachi Fighter,Остальные,Manga,Дебют
60326,3,0.7751,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",Нишевые любимчики,Light novel,Дебют
60377,3,0.725,Nazotoki wa Dinner no Ato de,Остальные,Novel,Дебют
60425,3,0.7967,0-saiji Start Dash Monogatari Season 2,Остальные,Manga,Продолжение
60449,3,0.814,Kidou Senshi Gundam: GQuuuuuuX,Остальные,Original,Дебют
60505,3,0.6028,Necronomico no Cosmic Horror Show,Остальные,Original,Дебют
60523,3,0.8506,Tsuihousha Shokudou e Youkoso!,Остальные,Light novel,Дебют
60543,3,0.8819,Dandadan 2nd Season,Нишевые любимчики,Manga,Продолжение
60603,3,0.8047,Puniru wa Kawaii Slime 2nd Season,Остальные,Manga,Продолжение
60658,3,0.8228,Hibi wa Sugiredo Meshi Umashi,Нишевые любимчики,Original,Дебют
60697,3,0.7658,Fermat no Ryouri,Остальные,Manga,Дебют
60732,3,0.8785,Mizu Zokusei no Mahoutsukai,Остальные,Light novel,Дебют
60951,3,0.743,Kizetsu Yuusha to Ansatsu Hime,Остальные,Manga,Дебют
61150,3,0.7252,Onmyou Kaiten Re:Birth,Остальные,Original,Дебют
61239,3,0.4485,Binan Koukou Chikyuu Bouei-bu Haikara!,Остальные,Original,Дебют
61274,3,0.8023,Ginga Tokkyuu Milky☆Subway,Остальные,Original,Дебют
61322,3,0.8982,Dr. Stone: Science Future Part 2,Остальные,Manga,Продолжение
61339,3,0.819,Jibaku Shounen Hanako-kun 2 Part 2,Остальные,Manga,Продолжение
61410,3,0.7386,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita Mini Anime Gekijou,Остальные,Web manga,Дебют
32455,4,0.689,Gekidol: Actidol Project,Остальные,Original,Дебют
35252,4,0.6998,Hatena☆Illusion,Остальные,Light novel,Дебют
35335,4,0.7266,Musashino!,Остальные,Original,Дебют
36458,4,0.637,Soukou Musume Senki,Остальные,Game,Дебют
37587,4,0.7642,Lapis Re:LiGHTs,Остальные,Mixed media,Дебют
37599,4,0.7423,Magatsu Wahrheit: Zuerst,Остальные,Game,Дебют
37890,4,0.8411,Oshi ga Budoukan Ittekuretara Shinu,Нишевые любимчики,Manga,Дебют
38005,4,0.8436,Strike Witches: Road to Berlin,Остальные,Original,Продолжение
38006,4,0.6999,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,Остальные,Original,Дебют
38192,4,0.7426,Sakugan,Остальные,Novel,Дебют
38302,4,0.7249,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,Остальные,Manga,Дебют
38337,4,0.8799,Gochuumon wa Usagi desu ka? Bloom,Нишевые любимчики,4-koma manga,Продолжение
38440,4,0.5996,Shikizakura,Остальные,Original,Дебют
38476,4,0.9223,Heya Camp△,Надёжный просмотр,Manga,Дебют
38555,4,0.9216,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Флагманы,Light novel,Дебют
38668,4,0.8907,Dorohedoro,Флагманы,Manga,Дебют
38790,4,0.9104,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Флагманы,Light novel,Дебют
38830,4,0.9115,"Hachi-nan tte, Sore wa Nai deshou!",Надёжный просмотр,Light novel,Дебют
38835,4,0.8971,Umayon,Надёжный просмотр,4-koma manga,Дебют
38843,4,0.8287,Shironeko Project: Zero Chronicle,Надёжный просмотр,Game,Дебют
38853,4,0.4396,Ex-Arm,Остальные,Manga,Дебют
38924,4,0.7842,Nekopara,Остальные,Visual novel,Дебют
38992,4,0.8267,Rikei ga Koi ni Ochita no de Shoumei shitemita.,Остальные,Web manga,Дебют
39017,4,0.87,Kyokou Suiri,Надёжный просмотр,Manga,Дебют
39184,4,0.7635,A3! Season Spring & Summer,Нишевые любимчики,Game,Дебют
39247,4,0.9307,Kobayashi-san Chi no Maid Dragon S,Флагманы,Manga,Продолжение
39388,4,0.7669,Koisuru Asteroid,Остальные,4-koma manga,Дебют
39469,4,0.8641,Tsugu Tsugumomo,Остальные,Manga,Дебют
39531,4,0.7748,Kuutei Dragons,Остальные,Manga,Дебют
39534,4,0.8561,Jibaku Shounen Hanako-kun,Флагманы,Manga,Дебют
39547,4,0.9301,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Флагманы,Light novel,Продолжение
39551,4,0.9584,Tensei shitara Slime Datta Ken 2nd Season,Флагманы,Manga,Продолжение
39575,4,0.8088,Somali to Mori no Kamisama,Остальные,Web manga,Дебют
39582,4,0.7088,Kitsutsuki Tanteidokoro,Остальные,Novel,Дебют
39583,4,0.7691,number24,Остальные,Original,Дебют
39609,4,0.7801,Ochikobore Fruit Tart,Остальные,4-koma manga,Дебют
39710,4,0.869,Yesterday wo Utatte,Остальные,Manga,Дебют
39725,4,0.6904,I★Chu: Halfway Through the Idol,Нишевые любимчики,Game,Дебют
39730,4,0.8192,Houkago Teibou Nisshi,Остальные,Manga,Дебют
39783,4,0.9539,5-toubun no Hanayome ∬,Флагманы,Manga,Продолжение
39790,4,0.8323,Adachi to Shimamura,Нишевые любимчики,Light novel,Дебют
39792,4,0.8043,Eizouken ni wa Te wo Dasu na!,Нишевые любимчики,Manga,Дебют
39808,4,0.9056,Non Non Biyori Nonstop,Нишевые любимчики,Manga,Продолжение
39893,4,0.6337,Muteking the Dancing Hero,Остальные,Original,Дебют
39917,4,0.4777,Sabiiro no Armor: Reimei,Остальные,Mixed media,Дебют
39948,4,0.8273,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Остальные,Manga,Продолжение
39960,4,0.9102,Yatogame-chan Kansatsu Nikki Nisatsume,Надёжный просмотр,4-koma manga,Продолжение
39966,4,0.6773,Tamayomi,Остальные,Manga,Дебют
39988,4,0.9476,Isekai Quartet 2,Надёжный просмотр,Original,Продолжение
40010,4,0.8595,Ishuzoku Reviewers,Флагманы,Web manga,Дебют
40056,4,0.8334,Deca-Dence,Надёжный просмотр,Original,Дебют
40059,4,0.9418,Golden Kamuy 3rd Season,Флагманы,Manga,Продолжение
40060,4,0.9035,BNA,Флагманы,Original,Дебют
40074,4,0.5785,Gibiate,Остальные,Original,Дебют
40075,4,0.7428,Koi to Producer: EVOLxLOVE,Остальные,Game,Дебют
40085,4,0.6345,Maesetsu!,Остальные,Original,Дебют
40128,4,0.8406,Arte,Остальные,Manga,Дебют
40136,4,0.6948,Oda Cinnamon Nobunaga,Остальные,Manga,Дебют
40148,4,0.7848,22/7,Остальные,Other,Дебют
40165,4,0.614,Listeners,Остальные,Original,Дебют
40174,4,0.8785,Zombieland Saga Revenge,Нишевые любимчики,Original,Продолжение
40230,4,0.7855,Housekishou Richard-shi no Nazo Kantei,Остальные,Novel,Дебют
40272,4,0.8779,A3! Season Autumn & Winter,Нишевые любимчики,Game,Дебют
40357,4,0.9034,Tate no Yuusha no Nariagari Season 3,Нишевые любимчики,Light novel,Продолжение
40358,4,0.6067,Gal to Kyouryuu,Остальные,Manga,Дебют
40359,4,0.7423,Ikebukuro West Gate Park,Остальные,Novel,Дебют
40392,4,0.8592,Runway de Waratte,Остальные,Manga,Дебют
40397,4,0.8602,Maoujou de Oyasumi,Флагманы,Manga,Дебют
40403,4,0.6126,Shin Sakura Taisen the Animation,Остальные,Game,Дебют
40436,4,0.8048,Peter Grill to Kenja no Jikan,Надёжный просмотр,Manga,Дебют
40454,4,0.9307,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Надёжный просмотр,Light novel,Продолжение
40483,4,0.8848,Murenase! Seton Gakuen,Надёжный просмотр,Web manga,Дебют
40488,4,0.656,Futsal Boys!!!!!,Нишевые любимчики,Mixed media,Дебют
40507,4,0.9069,Arifureta Shokugyou de Sekai Saikyou 2nd Season,Флагманы,Light novel,Продолжение
40513,4,0.791,Nami yo Kiitekure,Остальные,Manga,Дебют
40526,4,0.6879,"Dragon, Ie wo Kau.",Остальные,Manga,Дебют
40529,4,0.8835,No Guns Life 2nd Season,Остальные,Manga,Продолжение
40530,4,0.8875,Jaku-Chara Tomozaki-kun,Надёжный просмотр,Light novel,Дебют
40550,4,0.746,Assault Lily: Bouquet,Остальные,Mixed media,Дебют
40571,4,0.8771,Majo no Tabitabi,Флагманы,Light novel,Дебют
40586,4,0.8568,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Надёжный просмотр,Light novel,Дебют
40591,4,0.9622,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Флагманы,Manga,Продолжение
40594,4,0.8894,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Надёжный просмотр,Light novel,Дебют
