mal_id,episode,retention,title,segment,source,title_type
54837,5,0.919,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,Надёжный просмотр,Light novel,Дебют
54839,5,0.7925,Yoru no Kurage wa Oyogenai,Нишевые любимчики,Original,Дебют
54842,5,0.8906,Sugar Apple Fairy Tale Part 2,Надёжный просмотр,Light novel,Продолжение
54852,5,0.8868,Kikansha no Mahou wa Tokubetsu desu,Надёжный просмотр,Web manga,Дебют
54853,5,0.8339,Maou 2099,Надёжный просмотр,Light novel,Дебют
54855,5,0.6871,Senpai wa Otokonoko,Остальные,Web manga,Дебют
54859,5,0.5918,Rinkai!,Остальные,Mixed media,Дебют
54869,5,0.8166,High Card Season 2,Остальные,Mixed media,Продолжение
54883,5,0.892,Mononogatari 2nd Season,Надёжный просмотр,Manga,Продолжение
54913,5,0.8846,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Надёжный просмотр,Light novel,Дебют
54914,5,0.5433,Bikkurimen,Остальные,Other,Дебют
54947,5,0.8583,Spy Kyoushitsu 2nd Season,Остальные,Light novel,Продолжение
54968,5,0.7507,Giji Harem,Нишевые любимчики,Web manga,Дебют
55129,5,0.7336,Oroka na Tenshi wa Akuma to Odoru,Остальные,Manga,Дебют
55150,5,0.8409,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,Надёжный просмотр,Light novel,Дебют
55153,5,0.7916,Yuzuki-san Chi no Yonkyoudai.,Остальные,Manga,Дебют
55265,5,0.8907,"Tensei Kizoku, Kantei Skill de Nariagaru",Надёжный просмотр,Light novel,Дебют
55310,5,0.7978,Atarashii Joushi wa Do Tennen,Нишевые любимчики,Web manga,Дебют
55358,5,0.7769,Bucchigiri?!,Остальные,Original,Дебют
55397,5,0.6175,Pon no Michi,Остальные,Original,Дебют
55514,5,0.6672,Zatsu Tabi: That's Journey,Остальные,Manga,Дебют
55528,5,0.7482,Yuuki Bakuhatsu Bang Bravern,Нишевые любимчики,Original,Дебют
55597,5,0.72,Hananoi-kun to Koi no Yamai,Остальные,Manga,Дебют
55710,5,0.4652,Hana-Doll*: Reinterpretation of Flowering,Остальные,Mixed media,Дебют
55717,5,0.6682,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,Остальные,Light novel,Дебют
55742,5,0.8991,Mahoutsukai no Yome Season 2 Part 2,Остальные,Manga,Продолжение
55749,5,0.854,Megami no Café Terrace 2nd Season,Остальные,Manga,Продолжение
55774,5,0.6889,"Himesama ""Goumon"" no Jikan desu",Остальные,Manga,Дебют
55775,5,0.7956,Kizuna no Allele Season 2,Остальные,Original,Продолжение
55813,5,0.9185,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,Надёжный просмотр,Manga,Продолжение
55823,5,0.8163,Natsume Yuujinchou Shichi,Нишевые любимчики,Manga,Продолжение
55842,5,0.6912,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,Остальные,Web manga,Дебют
55844,5,0.7365,Tasogare Out Focus,Нишевые любимчики,Manga,Дебют
55866,5,0.8238,Yubisaki to Renren,Флагманы,Manga,Дебют
55877,5,0.8027,Henjin no Salad Bowl,Остальные,Light novel,Дебют
55887,5,0.7986,"Kekkon suru tte, Hontou desu ka",Остальные,Manga,Дебют
55888,5,0.9356,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Флагманы,Light novel,Продолжение
55894,5,0.6907,Bokura no Ame-iro Protocol,Остальные,Original,Дебют
55973,5,0.8414,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Флагманы,Manga,Дебют
55994,5,0.7863,Sword Art Online Alternative: Gun Gale Online II,Остальные,Light novel,Продолжение
55996,5,0.7167,Koi wa Futago de Warikirenai,Остальные,Light novel,Дебют
55997,5,0.7988,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",Надёжный просмотр,Light novel,Дебют
55998,5,0.6469,Momochi-san Chi no Ayakashi Ouji,Остальные,Manga,Дебют
56062,5,0.7543,Naze Boku no Sekai wo Daremo Oboeteinai no ka?,Остальные,Light novel,Дебют
56063,5,0.8512,NieR:Automata Ver1.1a Part 2,Остальные,Game,Продолжение
56135,5,0.7074,UniteUp! Uni:Birth,Нишевые любимчики,Music,Продолжение
56165,5,0.7874,Boukyaku Battery (TV),Нишевые любимчики,Manga,Дебют
56348,5,0.7719,Dungeon no Naka no Hito,Остальные,Web manga,Дебют
56352,5,0.8987,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",Флагманы,Light novel,Дебют
56400,5,0.7548,"Maou-sama, Retry! R",Остальные,Web manga,Продолжение
56449,5,0.7884,Madougushi Dahliya wa Utsumukanai,Остальные,Light novel,Дебют
56461,5,0.5877,Hamidashi Creative,Остальные,Visual novel,Дебют
56690,5,0.8667,Re:Monster,Надёжный просмотр,Light novel,Дебют
56691,5,0.4942,Gekkan Mousou Kagaku,Остальные,Original,Дебют
56700,5,0.7505,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou 2nd Season,Остальные,Light novel,Продолжение
56731,5,0.8374,Synduality: Noir Part 2,Остальные,Mixed media,Продолжение
56738,5,0.8878,Shinigami Bocchan to Kuro Maid 3rd Season,Остальные,Web manga,Продолжение
56768,5,0.7423,"Tadaima, Okaeri",Нишевые любимчики,Manga,Дебют
56838,5,0.7938,"One Room, Hiatari Futsuu, Tenshi-tsuki.",Остальные,Manga,Дебют
56843,5,0.791,Goukon ni Ittara Onna ga Inakatta Hanashi,Нишевые любимчики,Web manga,Дебют
56845,5,0.7802,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",Надёжный просмотр,Manga,Дебют
56907,5,0.7444,Koujo Denka no Kateikyoushi,Остальные,Light novel,Дебют
56923,5,0.8888,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Надёжный просмотр,Light novel,Дебют
56964,5,0.7745,Raise wa Tanin ga Ii,Остальные,Manga,Дебют
56967,5,0.772,Kamierabi 2nd Season,Остальные,Original,Продолжение
57031,5,0.713,Vampire Dormitory,Остальные,Manga,Дебют
57050,5,0.6286,Kisaki Kyouiku kara Nigetai Watashi,Остальные,Manga,Дебют
57058,5,0.8683,"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",Надёжный просмотр,Light novel,Дебют
57099,5,0.6293,Na Nare Hana Nare,Остальные,Original,Дебют
57100,5,0.8768,The New Gate,Надёжный просмотр,Light novel,Дебют
57152,5,0.4528,Mahoutsukai no Yakusoku,Остальные,Game,Дебют
57217,5,0.7846,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,Остальные,Manga,Дебют
57315,5,0.7306,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",Остальные,Light novel,Дебют
57325,5,0.7055,Ramen Akaneko,Остальные,Manga,Дебют
57334,5,0.8974,Dandadan,Флагманы,Manga,Дебют
57360,5,0.7324,Kabushikigaisha Magi-Lumière,Остальные,Manga,Дебют
57362,5,0.766,Hoshifuru Oukoku no Nina,Нишевые любимчики,Manga,Дебют
57380,5,0.8196,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,Надёжный просмотр,Light novel,Дебют
57391,5,0.6949,Astro Note,Остальные,Original,Дебют
57517,5,0.6592,Puniru wa Kawaii Slime,Остальные,Manga,Дебют
57524,5,0.8801,Make Heroine ga Oosugiru!,Флагманы,Light novel,Дебют
57559,5,0.9062,MF Ghost 2nd Season,Надёжный просмотр,Manga,Продолжение
57562,5,0.8281,Hyakushou Kizoku 2nd Season,Остальные,Manga,Продолжение
57567,5,0.8235,Shy 2nd Season,Остальные,Manga,Продолжение
57592,5,0.9068,Dr. Stone: Science Future,Надёжный просмотр,Manga,Продолжение
57611,5,0.738,Kimi wa Meido-sama.,Остальные,Web manga,Дебют
57616,5,0.8686,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season,Нишевые любимчики,Manga,Продолжение
57623,5,0.8916,Nijiyon Animation 2,Остальные,4-koma manga,Продолжение
57646,5,0.7802,Mob kara Hajimaru Tansaku Eiyuutan,Надёжный просмотр,Light novel,Дебют
57648,5,0.7922,Nihon e Youkoso Elf-san.,Остальные,Light novel,Дебют
57719,5,0.8368,Akuyaku Reijou Tensei Ojisan,Надёжный просмотр,Manga,Дебют
57820,5,0.4883,Kamitsubaki-shi Kensetsuchuu.,Остальные,Other,Дебют
57845,5,0.6794,Elf-san wa Yaserarenai.,Остальные,Web manga,Дебют
57876,5,0.7773,Maougun Saikyou no Majutsushi wa Ningen datta,Надёжный просмотр,Manga,Дебют
57891,5,0.845,Hitoribocchi no Isekai Kouryaku,Надёжный просмотр,Light novel,Дебют
57892,5,0.8763,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",Надёжный просмотр,Light novel,Дебют
57907,5,0.8167,Tate no Yuusha no Nariagari Season 4,Остальные,Light novel,Продолжение
57944,5,0.8012,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki",Надёжный просмотр,Light novel,Дебют
57947,5,0.7382,Mayonaka Punch,Остальные,Original,Дебют
58059,5,0.8739,Tsue to Tsurugi no Wistoria,Надёжный просмотр,Manga,Дебют
58066,5,0.7159,Sorairo Utility (TV),Остальные,Original,Дебют
58080,5,0.8051,Kenka Dokugaku,Надёжный просмотр,Web manga,Дебют
58131,5,0.8162,Shiunji-ke no Kodomotachi,Остальные,Manga,Дебют
58173,5,0.6635,Mahoutsukai ni Narenakatta Onnanoko no Hanashi,Остальные,Novel,Дебют
58197,5,0.5095,Nyaight of the Living Cat,Остальные,Manga,Дебют
58216,5,0.6417,Übel Blatt,Остальные,Manga,Дебют
58259,5,0.5886,"Douse, Koishite Shimaunda.",Остальные,Manga,Дебют
58265,5,0.6618,Babanbabanban Vampire,Остальные,Manga,Дебют
58271,5,0.7404,Honey Lemon Soda,Остальные,Manga,Дебют
58272,5,0.7069,Boku no Tsuma wa Kanjou ga Nai,Остальные,Manga,Дебют
58302,5,0.7967,The iDOLM@STER Shiny Colors 2nd Season,Остальные,Game,Продолжение
58359,5,0.8355,"Isshun de Chiryou shiteita noni Yakutatazu to Tsuihou sareta Tensai Chiyushi, Yami Healer toshite Tanoshiku Ikiru",Надёжный просмотр,Light novel,Дебют
58390,5,0.7424,Yofukashi no Uta Season 2,Нишевые любимчики,Manga,Продолжение
58426,5,0.6454,Shikanoko Nokonoko Koshitantan,Нишевые любимчики,Manga,Дебют
58437,5,0.8396,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",Надёжный просмотр,Light novel,Дебют
58445,5,0.7964,"Sayounara Ryuusei, Konnichiwa Jinsei",Надёжный просмотр,Light novel,Дебют
58473,5,0.737,"S-Rank Monster no ""Behemoth"" dakedo, Neko to Machigawarete Elf Musume no Pet toshite Kurashitemasu",Остальные,Manga,Дебют
58484,5,0.8338,Ishura 2nd Season,Остальные,Light novel,Продолжение
58492,5,0.7591,Mono,Остальные,4-koma manga,Дебют
58502,5,0.7606,Zenshuu.,Нишевые любимчики,Original,Дебют
58511,5,0.8386,Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season,Остальные,Manga,Продолжение
58516,5,0.8644,Ao no Exorcist: Yuki no Hate-hen,Остальные,Manga,Продолжение
58600,5,0.7265,Ameku Takao no Suiri Karte,Остальные,Novel,Дебют
58614,5,0.8103,Teogonia,Остальные,Light novel,Дебют
58714,5,0.8692,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",Надёжный просмотр,Light novel,Дебют
58725,5,0.7724,Ninja to Koroshiya no Futarigurashi,Остальные,Manga,Дебют
58822,5,0.8863,Izure Saikyou no Renkinjutsushi?,Надёжный просмотр,Light novel,Дебют
58833,5,0.647,Kakushite! Makina-san!!,Остальные,Manga,Дебют
58853,5,0.7403,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,Остальные,Manga,Дебют
58854,5,0.6379,Kinoko Inu,Остальные,Manga,Дебют
58913,5,0.6376,Hikaru ga Shinda Natsu,Нишевые любимчики,Web manga,Дебют
58926,5,0.6458,Egumi Legacy,Остальные,Card game,Дебют
58985,5,0.5521,0-saiji Start Dash Monogatari,Остальные,Manga,Дебют
59002,5,0.761,"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",Надёжный просмотр,Manga,Дебют
59055,5,0.6934,"Hana wa Saku, Shura no Gotoku",Остальные,Manga,Дебют
59095,5,0.8649,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season",Остальные,Light novel,Продолжение
59113,5,0.5253,Farmagia,Остальные,Game,Дебют
59131,5,0.8663,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",Надёжный просмотр,Light novel,Продолжение
59135,5,0.8168,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,Надёжный просмотр,Light novel,Дебют
59136,5,0.7155,Tasokare Hotel,Остальные,Game,Дебют
59142,5,0.7928,Unnamed Memory Act.2,Остальные,Light novel,Продолжение
59144,5,0.8198,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta",Надёжный просмотр,Light novel,Дебют
59145,5,0.8511,Ranma ½ (2024),Флагманы,Manga,Дебют
59160,5,0.8429,Wind Breaker Season 2,Надёжный просмотр,Web manga,Продолжение
59161,5,0.6508,Bad Girl,Остальные,4-koma manga,Дебют
59169,5,0.6907,Aru Majo ga Shinu Made,Остальные,Light novel,Дебют
59189,5,0.8354,Sentai Daishikkaku 2nd Season,Остальные,Manga,Продолжение
59205,5,0.8311,Clevatess: Majuu no Ou to Akago to Shikabane no Yuusha,Остальные,Web manga,Дебют
59207,5,0.8283,"Mikadono Sanshimai wa Angai, Choroi.",Остальные,Manga,Дебют
59226,5,0.8889,Ao no Exorcist: Yosuga-hen,Остальные,Manga,Продолжение
59265,5,0.8249,Magic Maker: Isekai Mahou no Tsukurikata,Надёжный просмотр,Light novel,Дебют
59277,5,0.7361,"Kanojo, Okarishimasu 4th Season",Остальные,Manga,Продолжение
59322,5,0.8135,Shirobuta Kizoku desu ga Zense no Kioku ga Haeta node Hiyoko na Otouto Sodatemasu,Надёжный просмотр,Light novel,Дебют
59349,5,0.7723,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,Надёжный просмотр,Web manga,Дебют
59361,5,0.724,Kono Kaisha ni Suki na Hito ga Imasu,Остальные,Manga,Дебют
59402,5,0.7435,Kakkou no Iinazuke Season 2,Остальные,Manga,Продолжение
59421,5,0.799,Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru,Остальные,Light novel,Дебют
59424,5,0.8071,"Yuusha Party wo Tsuihou sareta Shiromadoushi, S-Rank Boukensha ni Hirowareru: Kono Shiromadoushi ga Kikakugai Sugiru",Остальные,Manga,Дебют
59425,5,0.7514,NegaPosi Angler,Остальные,Original,Дебют
59452,5,0.8318,"Katainaka no Ossan, Kensei ni Naru",Надёжный просмотр,Light novel,Дебют
59457,5,0.6251,"Haite Kudasai, Takamine-san",Нишевые любимчики,Manga,Дебют
59466,5,0.803,Aharen-san wa Hakarenai Season 2,Остальные,Manga,Продолжение
59514,5,0.711,Sentai Red Isekai de Boukensha ni Naru,Остальные,Manga,Дебют
59619,5,0.644,Ame to Kimi to,Остальные,Manga,Дебют
59632,5,0.6596,Mattaku Saikin no Tantei to Kitara,Остальные,Manga,Дебют
59675,5,0.7564,Apocalypse Hotel,Нишевые любимчики,Original,Дебют
59689,5,0.6572,Game Center Shoujo to Ibunka Kouryuu,Остальные,Web manga,Дебют
59744,5,0.6218,Maebashi Witches,Остальные,Original,Дебют
59745,5,0.6691,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,Остальные,Web manga,Дебют
59828,5,0.8623,Shoushimin Series 2nd Season,Нишевые любимчики,Novel,Продолжение
59935,5,0.8011,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,Надёжный просмотр,Web manga,Дебют
59961,5,0.6059,Kizu darake Seijo yori Houfuku wo Komete,Остальные,Web manga,Дебют
59986,5,0.7822,Grand Blue Season 2,Нишевые любимчики,Manga,Продолжение
60009,5,0.6503,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.,Остальные,Manga,Дебют
60140,5,0.8588,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi",Надёжный просмотр,Light novel,Дебют
60146,5,0.7414,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",Флагманы,Other,Дебют
60154,5,0.8138,Ore wa Seikan Kokka no Akutoku Ryoushu!,Надёжный просмотр,Light novel,Дебют
60157,5,0.8716,Kanpekisugite Kawaige ga Nai to Konyaku Haki sareta Seijo wa Ringoku ni Urareru,Надёжный просмотр,Light novel,Дебют
60293,5,0.7478,Ballpark de Tsukamaete!,Остальные,Manga,Дебют
60315,5,0.5619,Dekin no Mogura,Остальные,Manga,Дебют
60316,5,0.7571,Busamen Gachi Fighter,Остальные,Manga,Дебют
60326,5,0.7213,"Watashi ga Koibito ni Nareru Wake Nai jan, Muri Muri! (※Muri ja Nakatta!?)",Нишевые любимчики,Light novel,Дебют
60377,5,0.6407,Nazotoki wa Dinner no Ato de,Остальные,Novel,Дебют
60425,5,0.7774,0-saiji Start Dash Monogatari Season 2,Остальные,Manga,Продолжение
60449,5,0.7542,Kidou Senshi Gundam: GQuuuuuuX,Остальные,Original,Дебют
60505,5,0.541,Necronomico no Cosmic Horror Show,Остальные,Original,Дебют
60523,5,0.8073,Tsuihousha Shokudou e Youkoso!,Остальные,Light novel,Дебют
60543,5,0.8403,Dandadan 2nd Season,Нишевые любимчики,Manga,Продолжение
60603,5,0.7765,Puniru wa Kawaii Slime 2nd Season,Остальные,Manga,Продолжение
60658,5,0.7796,Hibi wa Sugiredo Meshi Umashi,Нишевые любимчики,Original,Дебют
60697,5,0.6846,Fermat no Ryouri,Остальные,Manga,Дебют
60732,5,0.8412,Mizu Zokusei no Mahoutsukai,Остальные,Light novel,Дебют
60951,5,0.6768,Kizetsu Yuusha to Ansatsu Hime,Остальные,Manga,Дебют
61150,5,0.6419,Onmyou Kaiten Re:Birth,Остальные,Original,Дебют
61239,5,0.4149,Binan Koukou Chikyuu Bouei-bu Haikara!,Остальные,Original,Дебют
61274,5,0.7693,Ginga Tokkyuu Milky☆Subway,Остальные,Original,Дебют
61322,5,0.8785,Dr. Stone: Science Future Part 2,Остальные,Manga,Продолжение
61339,5,0.7849,Jibaku Shounen Hanako-kun 2 Part 2,Остальные,Manga,Продолжение
61410,5,0.6843,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita Mini Anime Gekijou,Остальные,Web manga,Дебют
32455,6,0.6538,Gekidol: Actidol Project,Остальные,Original,Дебют
35252,6,0.637,Hatena☆Illusion,Остальные,Light novel,Дебют
35335,6,0.7046,Musashino!,Остальные,Original,Дебют
36458,6,0.6027,Soukou Musume Senki,Остальные,Game,Дебют
37587,6,0.7191,Lapis Re:LiGHTs,Остальные,Mixed media,Дебют
37599,6,0.7024,Magatsu Wahrheit: Zuerst,Остальные,Game,Дебют
37890,6,0.8197,Oshi ga Budoukan Ittekuretara Shinu,Нишевые любимчики,Manga,Дебют
38005,6,0.8326,Strike Witches: Road to Berlin,Остальные,Original,Продолжение
38006,6,0.664,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,Остальные,Original,Дебют
38192,6,0.6844,Sakugan,Остальные,Novel,Дебют
38302,6,0.697,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,Остальные,Manga,Дебют
38337,6,0.866,Gochuumon wa Usagi desu ka? Bloom,Нишевые любимчики,4-koma manga,Продолжение
38440,6,0.5678,Shikizakura,Остальные,Original,Дебют
38476,6,0.9126,Heya Camp△,Надёжный просмотр,Manga,Дебют
38555,6,0.9041,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Флагманы,Light novel,Дебют
38668,6,0.8737,Dorohedoro,Флагманы,Manga,Дебют
38790,6,0.8858,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Флагманы,Light novel,Дебют
38830,6,0.8931,"Hachi-nan tte, Sore wa Nai deshou!",Надёжный просмотр,Light novel,Дебют
38835,6,0.8845,Umayon,Надёжный просмотр,4-koma manga,Дебют
38843,6,0.806,Shironeko Project: Zero Chronicle,Надёжный просмотр,Game,Дебют
38853,6,0.4052,Ex-Arm,Остальные,Manga,Дебют
38924,6,0.7477,Nekopara,Остальные,Visual novel,Дебют
38992,6,0.7957,Rikei ga Koi ni Ochita no de Shoumei shitemita.,Остальные,Web manga,Дебют
39017,6,0.8382,Kyokou Suiri,Надёжный просмотр,Manga,Дебют
39184,6,0.7347,A3! Season Spring & Summer,Нишевые любимчики,Game,Дебют
39247,6,0.9148,Kobayashi-san Chi no Maid Dragon S,Флагманы,Manga,Продолжение
39388,6,0.7251,Koisuru Asteroid,Остальные,4-koma manga,Дебют
39469,6,0.8485,Tsugu Tsugumomo,Остальные,Manga,Дебют
39531,6,0.7558,Kuutei Dragons,Остальные,Manga,Дебют
39534,6,0.8259,Jibaku Shounen Hanako-kun,Флагманы,Manga,Дебют
39547,6,0.9161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Флагманы,Light novel,Продолжение
39551,6,0.9533,Tensei shitara Slime Datta Ken 2nd Season,Флагманы,Manga,Продолжение
39575,6,0.7771,Somali to Mori no Kamisama,Остальные,Web manga,Дебют
39582,6,0.6474,Kitsutsuki Tanteidokoro,Остальные,Novel,Дебют
39583,6,0.7379,number24,Остальные,Original,Дебют
39609,6,0.7504,Ochikobore Fruit Tart,Остальные,4-koma manga,Дебют
39710,6,0.8368,Yesterday wo Utatte,Остальные,Manga,Дебют
39725,6,0.6587,I★Chu: Halfway Through the Idol,Нишевые любимчики,Game,Дебют
39730,6,0.7986,Houkago Teibou Nisshi,Остальные,Manga,Дебют
39783,6,0.9449,5-toubun no Hanayome ∬,Флагманы,Manga,Продолжение
39790,6,0.7997,Adachi to Shimamura,Нишевые любимчики,Light novel,Дебют
39792,6,0.7653,Eizouken ni wa Te wo Dasu na!,Нишевые любимчики,Manga,Дебют
39808,6,0.8918,Non Non Biyori Nonstop,Нишевые любимчики,Manga,Продолжение
39893,6,0.5922,Muteking the Dancing Hero,Остальные,Original,Дебют
39917,6,0.4467,Sabiiro no Armor: Reimei,Остальные,Mixed media,Дебют
39948,6,0.8155,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Остальные,Manga,Продолжение
39960,6,0.9003,Yatogame-chan Kansatsu Nikki Nisatsume,Надёжный просмотр,4-koma manga,Продолжение
39966,6,0.623,Tamayomi,Остальные,Manga,Дебют
39988,6,0.9376,Isekai Quartet 2,Надёжный просмотр,Original,Продолжение
40010,6,0.8222,Ishuzoku Reviewers,Флагманы,Web manga,Дебют
40056,6,0.8043,Deca-Dence,Надёжный просмотр,Original,Дебют
40059,6,0.9327,Golden Kamuy 3rd Season,Флагманы,Manga,Продолжение
40060,6,0.8848,BNA,Флагманы,Original,Дебют
40074,6,0.5131,Gibiate,Остальные,Original,Дебют
40075,6,0.6957,Koi to Producer: EVOLxLOVE,Остальные,Game,Дебют
40085,6,0.5915,Maesetsu!,Остальные,Original,Дебют
40128,6,0.8061,Arte,Остальные,Manga,Дебют
40136,6,0.6524,Oda Cinnamon Nobunaga,Остальные,Manga,Дебют
40148,6,0.7477,22/7,Остальные,Other,Дебют
40165,6,0.5439,Listeners,Остальные,Original,Дебют
40174,6,0.8586,Zombieland Saga Revenge,Нишевые любимчики,Original,Продолжение
40230,6,0.7566,Housekishou Richard-shi no Nazo Kantei,Остальные,Novel,Дебют
40272,6,0.8658,A3! Season Autumn & Winter,Нишевые любимчики,Game,Дебют
40357,6,0.8868,Tate no Yuusha no Nariagari Season 3,Нишевые любимчики,Light novel,Продолжение
40358,6,0.5649,Gal to Kyouryuu,Остальные,Manga,Дебют
40359,6,0.7019,Ikebukuro West Gate Park,Остальные,Novel,Дебют
40392,6,0.8383,Runway de Waratte,Остальные,Manga,Дебют
40397,6,0.8318,Maoujou de Oyasumi,Флагманы,Manga,Дебют
40403,6,0.5849,Shin Sakura Taisen the Animation,Остальные,Game,Дебют
40436,6,0.7688,Peter Grill to Kenja no Jikan,Надёжный просмотр,Manga,Дебют
40454,6,0.9144,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Надёжный просмотр,Light novel,Продолжение
40483,6,0.8622,Murenase! Seton Gakuen,Надёжный просмотр,Web manga,Дебют
40488,6,0.6008,Futsal Boys!!!!!,Нишевые любимчики,Mixed media,Дебют
40507,6,0.8835,Arifureta Shokugyou de Sekai Saikyou 2nd Season,Флагманы,Light novel,Продолжение
40513,6,0.7703,Nami yo Kiitekure,Остальные,Manga,Дебют
40526,6,0.6409,"Dragon, Ie wo Kau.",Остальные,Manga,Дебют
40529,6,0.8632,No Guns Life 2nd Season,Остальные,Manga,Продолжение
40530,6,0.8679,Jaku-Chara Tomozaki-kun,Надёжный просмотр,Light novel,Дебют
40550,6,0.7098,Assault Lily: Bouquet,Остальные,Mixed media,Дебют
40571,6,0.845,Majo no Tabitabi,Флагманы,Light novel,Дебют
40586,6,0.8116,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",Надёжный просмотр,Light novel,Дебют
40591,6,0.9554,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Флагманы,Manga,Продолжение
40594,6,0.8489,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Надёжный просмотр,Light novel,Дебют
40595,6,0.8173,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",Надёжный просмотр,Light novel,Дебют
40608,6,0.6745,Muv-Luv Alternative,Остальные,Visual novel,Дебют
40623,6,0.7102,Dokyuu Hentai HxEros,Остальные,Manga,Дебют
40679,6,0.718,2.43: Seiin Koukou Danshi Volley-bu,Остальные,Novel,Дебют
40685,6,0.7888,Super Cub,Нишевые любимчики,Light novel,Дебют
40708,6,0.8022,Monster Musume no Oishasan,Надёжный просмотр,Light novel,Дебют
40716,6,0.8345,Kakushigoto,Нишевые любимчики,Manga,Дебют
40738,6,0.7577,Natsunagu!,Остальные,Original,Дебют
40750,6,0.8396,Kaifuku Jutsushi no Yarinaoshi,Флагманы,Light novel,Дебют
40752,6,0.6871,Bishounen Tanteidan,Остальные,Novel,Дебют
40763,6,0.7817,Show By Rock!! Mashumairesh!!,Остальные,Game,Продолжение
40776,6,0.9594,Haikyuu!! To the Top Part 2,Флагманы,Manga,Продолжение
40783,6,0.6866,"Shachou, Battle no Jikan desu!",Остальные,Game,Дебют
40786,6,0.7078,Skate-Leading☆Stars,Остальные,Original,Дебют
40815,6,0.9473,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Надёжный просмотр,Light novel,Продолжение
40839,6,0.9044,"Kanojo, Okarishimasu",Флагманы,Manga,Дебют
